order_id,order_date,city,warehouse_id,delivery_date,category,order_value_inr,courier_partner,route_id
83962,9/20/2023,Pimpri-Chinchwad,WH_002,9/26/2023,Stationery,355.64,EcomExpress,R_WH_002_Pimpri-Chinchwad
83963,3/10/2024,Ahmedabad,WH_001,3/14/2024,Office Products,411.58,Shadowfax,R_WH_001_Ahmedabad
83964,12/8/2024,Meerut,WH_014,12/12/2024,Toys & Baby,364.15,Delhivery,R_WH_014_Meerut
83965,6/13/2024,Hyderabad,WH_013,6/17/2024,Fashion-Men,2543.26,EcomExpress,R_WH_013_Hyderabad
83966,6/5/2025,Coimbatore,WH_018,6/9/2025,Health,459.46,Delhivery,R_WH_018_Coimbatore
83967,10/24/2023,Srinagar,WH_010,10/26/2023,Books,912.01,BlueDart,R_WH_010_Srinagar
83968,5/15/2024,Hyderabad,WH_018,5/22/2024,Jewellery,1425.86,IndiaPost,R_WH_018_Hyderabad
83969,9/10/2024,Gurugram,WH_002,9/13/2024,Office Products,4041.58,BlueDart,R_WH_002_Gurugram
83970,3/10/2023,Lucknow,WH_019,3/13/2023,Pet Supplies,826.47,DTDC,R_WH_019_Lucknow
83971,1/25/2023,Delhi,WH_020,1/29/2023,Office Products,1042.06,Delhivery,R_WH_020_Delhi
83972,7/21/2024,Surat,WH_015,7/29/2024,Fashion-Women,1235.95,Delhivery,R_WH_015_Surat
83973,5/27/2024,Nagpur,WH_003,5/29/2024,Health,3188.83,EcomExpress,R_WH_003_Nagpur
83974,9/20/2025,Vijayawada,WH_007,9/21/2025,Fashion-Women,2082.44,EcomExpress,R_WH_007_Vijayawada
83975,7/2/2023,Bhopal,WH_019,7/10/2023,Pet Supplies,1408.79,Delhivery,R_WH_019_Bhopal
83976,6/17/2025,Pimpri-Chinchwad,WH_009,6/22/2025,Pet Supplies,436.91,XpressBees,R_WH_009_Pimpri-Chinchwad
83977,2/23/2023,Ranchi,WH_004,2/25/2023,Fashion-Men,1152.02,Delhivery,R_WH_004_Ranchi
83978,3/22/2023,Vasai-Virar,WH_009,3/27/2023,Industrial Supplies,854.9,XpressBees,R_WH_009_Vasai-Virar
83979,6/9/2023,Dhanbad,WH_015,6/11/2023,Health,1179.13,DTDC,R_WH_015_Dhanbad
83980,9/10/2025,Pimpri-Chinchwad,WH_007,9/11/2025,Grocery,499.36,EcomExpress,R_WH_007_Pimpri-Chinchwad
83981,1/21/2024,Rajkot,WH_007,1/25/2024,Jewellery,930.42,Delhivery,R_WH_007_Rajkot
83982,3/24/2024,Indore,WH_004,3/28/2024,Office Products,2581.72,Delhivery,R_WH_004_Indore
83983,1/7/2025,Surat,WH_013,1/18/2025,Pet Supplies,1439.27,BlueDart,R_WH_013_Surat
83984,9/21/2023,Amritsar,WH_015,9/25/2023,Fashion-Men,431.61,Delhivery,R_WH_015_Amritsar
83985,9/12/2024,Lucknow,WH_007,9/19/2024,Grocery,462.62,DTDC,R_WH_007_Lucknow
83986,8/11/2025,Agra,WH_010,8/16/2025,Jewellery,1145.76,Shadowfax,R_WH_010_Agra
83987,11/5/2023,Faridabad,WH_020,11/8/2023,Office Products,595.05,EcomExpress,R_WH_020_Faridabad
83988,2/13/2023,Pimpri-Chinchwad,WH_001,2/15/2023,Mobile & Accessories,243.75,Shadowfax,R_WH_001_Pimpri-Chinchwad
83989,7/20/2023,Jabalpur,WH_013,7/23/2023,Pet Supplies,1687.67,XpressBees,R_WH_013_Jabalpur
83990,10/11/2023,Kolkata,WH_004,10/17/2023,Toys & Baby,1172.57,BlueDart,R_WH_004_Kolkata
83991,5/27/2023,Jodhpur,WH_010,5/30/2023,Automotive,1256.74,Shadowfax,R_WH_010_Jodhpur
83992,3/15/2024,Vasai-Virar,WH_002,3/15/2024,Grocery,1744.19,AmazonLogistics,R_WH_002_Vasai-Virar
83993,2/8/2024,Chennai,WH_017,2/10/2024,Toys & Baby,2114.8,BlueDart,R_WH_017_Chennai
83994,12/11/2024,Hyderabad,WH_014,12/17/2024,Toys & Baby,1036.82,XpressBees,R_WH_014_Hyderabad
83995,1/15/2025,Visakhapatnam,WH_005,1/20/2025,Industrial Supplies,3024.13,Shadowfax,R_WH_005_Visakhapatnam
83996,7/3/2023,Meerut,WH_007,7/5/2023,Toys & Baby,426.54,Shadowfax,R_WH_007_Meerut
83997,6/30/2024,Mangalore,WH_015,7/3/2024,Books,713.77,Shadowfax,R_WH_015_Mangalore
83998,7/3/2025,Visakhapatnam,WH_016,7/6/2025,Beauty & Personal Care,355.52,DTDC,R_WH_016_Visakhapatnam
83999,7/28/2023,Gwalior,WH_015,8/1/2023,Beauty & Personal Care,1307.36,XpressBees,R_WH_015_Gwalior
84000,5/21/2025,Kalyan-Dombivli,WH_007,5/31/2025,Home & Kitchen,964.56,AmazonLogistics,R_WH_007_Kalyan-Dombivli
84001,7/28/2024,Ranchi,WH_006,8/2/2024,Footwear,842.7,AmazonLogistics,R_WH_006_Ranchi
84002,3/23/2023,Delhi,WH_005,3/28/2023,Sports & Fitness,251.28,EcomExpress,R_WH_005_Delhi
84003,9/20/2023,Jaipur,WH_010,9/23/2023,Sports & Fitness,1107.29,Delhivery,R_WH_010_Jaipur
84004,2/5/2025,Srinagar,WH_013,2/9/2025,Office Products,580.04,DTDC,R_WH_013_Srinagar
84005,7/11/2025,Ranchi,WH_009,7/17/2025,Appliances,3784.02,AmazonLogistics,R_WH_009_Ranchi
84006,2/8/2023,Patna,WH_015,2/11/2023,Sports & Fitness,1303.74,IndiaPost,R_WH_015_Patna
84007,10/13/2023,Surat,WH_013,10/18/2023,Appliances,1160.29,EcomExpress,R_WH_013_Surat
84008,1/23/2023,Madurai,WH_005,1/25/2023,Fashion-Women,1833.76,AmazonLogistics,R_WH_005_Madurai
84009,8/18/2024,Chandigarh,WH_002,8/20/2024,Beauty & Personal Care,686.41,XpressBees,R_WH_002_Chandigarh
84010,7/7/2025,Meerut,WH_019,7/8/2025,Mobile & Accessories,365.79,Delhivery,R_WH_019_Meerut
84011,4/18/2024,Bhubaneswar,WH_009,4/26/2024,Appliances,611.48,Delhivery,R_WH_009_Bhubaneswar
84012,10/30/2023,Allahabad,WH_015,11/1/2023,Appliances,295.32,BlueDart,R_WH_015_Allahabad
84013,7/25/2023,Amritsar,WH_013,7/29/2023,Grocery,772.22,Delhivery,R_WH_013_Amritsar
84014,3/7/2024,Pimpri-Chinchwad,WH_017,3/8/2024,Stationery,777.61,Delhivery,R_WH_017_Pimpri-Chinchwad
84015,4/5/2023,Pimpri-Chinchwad,WH_006,4/7/2023,Sports & Fitness,2766.17,Delhivery,R_WH_006_Pimpri-Chinchwad
84016,4/19/2024,Lucknow,WH_007,4/21/2024,Automotive,2106.97,EcomExpress,R_WH_007_Lucknow
84017,7/28/2024,Aligarh,WH_006,7/30/2024,Beauty & Personal Care,1860.95,Delhivery,R_WH_006_Aligarh
84018,1/11/2024,Nagpur,WH_013,1/17/2024,Jewellery,1099.53,BlueDart,R_WH_013_Nagpur
84019,5/17/2023,Amritsar,WH_014,5/18/2023,Stationery,1902.99,IndiaPost,R_WH_014_Amritsar
84020,5/31/2023,Visakhapatnam,WH_005,6/1/2023,Home & Kitchen,1257.74,Delhivery,R_WH_005_Visakhapatnam
84021,9/20/2024,Varanasi,WH_004,9/22/2024,Grocery,1851.21,Delhivery,R_WH_004_Varanasi
84022,12/3/2024,Patna,WH_010,12/5/2024,Fashion-Women,293.54,Delhivery,R_WH_010_Patna
84023,7/21/2023,Rajkot,WH_004,7/31/2023,Sports & Fitness,1527.31,BlueDart,R_WH_004_Rajkot
84024,7/31/2025,Moradabad,WH_006,7/31/2025,Electronics,666.03,Delhivery,R_WH_006_Moradabad
84025,9/7/2023,Varanasi,WH_011,9/8/2023,Automotive,1289.52,EcomExpress,R_WH_011_Varanasi
84026,8/21/2024,Bhubaneswar,WH_009,8/22/2024,Automotive,5788.71,Delhivery,R_WH_009_Bhubaneswar
84027,3/15/2023,Patna,WH_009,3/18/2023,Electronics,1308.95,DTDC,R_WH_009_Patna
84028,11/18/2023,Rajkot,WH_018,11/19/2023,Stationery,751.14,EcomExpress,R_WH_018_Rajkot
84029,7/2/2024,Lucknow,WH_003,7/6/2024,Sports & Fitness,971.98,EcomExpress,R_WH_003_Lucknow
84030,9/28/2024,Amritsar,WH_003,9/30/2024,Grocery,1895.43,IndiaPost,R_WH_003_Amritsar
84031,9/26/2025,Ranchi,WH_013,9/27/2025,Beauty & Personal Care,1802.92,EcomExpress,R_WH_013_Ranchi
84032,9/24/2025,Bhopal,WH_015,9/27/2025,Beauty & Personal Care,925.36,EcomExpress,R_WH_015_Bhopal
84033,6/15/2023,Allahabad,WH_015,6/16/2023,Grocery,2065.99,XpressBees,R_WH_015_Allahabad
84034,1/1/2023,Patna,WH_012,1/2/2023,Books,1398.69,Shadowfax,R_WH_012_Patna
84035,8/1/2025,Bengaluru,WH_007,8/5/2025,Stationery,2796.19,Delhivery,R_WH_007_Bengaluru
84036,12/4/2023,Jabalpur,WH_012,12/7/2023,Stationery,165.1,AmazonLogistics,R_WH_012_Jabalpur
84037,10/18/2023,Delhi,WH_004,10/20/2023,Stationery,1193.53,Shadowfax,R_WH_004_Delhi
84038,3/12/2023,Aligarh,WH_016,3/22/2023,Pet Supplies,2265.04,Shadowfax,R_WH_016_Aligarh
84039,4/18/2023,Madurai,WH_011,4/20/2023,Sports & Fitness,497.54,IndiaPost,R_WH_011_Madurai
84040,5/4/2024,Ranchi,WH_001,5/9/2024,Furniture,718.81,EcomExpress,R_WH_001_Ranchi
84041,8/20/2024,Kanpur,WH_006,8/21/2024,Toys & Baby,2848.58,Shadowfax,R_WH_006_Kanpur
84042,6/30/2023,Pimpri-Chinchwad,WH_006,7/2/2023,Automotive,1500.26,Shadowfax,R_WH_006_Pimpri-Chinchwad
84043,1/25/2023,Surat,WH_003,1/28/2023,Automotive,1367.96,IndiaPost,R_WH_003_Surat
84044,3/20/2025,Srinagar,WH_006,3/21/2025,Office Products,2392.1,BlueDart,R_WH_006_Srinagar
84045,5/31/2023,Chandigarh,WH_001,6/5/2023,Toys & Baby,199.81,Delhivery,R_WH_001_Chandigarh
84046,9/22/2023,Moradabad,WH_001,9/23/2023,Books,571.25,XpressBees,R_WH_001_Moradabad
84047,7/11/2025,Varanasi,WH_006,7/12/2025,Pet Supplies,2911.2,BlueDart,R_WH_006_Varanasi
84048,7/22/2023,Visakhapatnam,WH_001,7/25/2023,Footwear,3886.9,Delhivery,R_WH_001_Visakhapatnam
84049,7/16/2024,Nagpur,WH_014,7/17/2024,Home & Kitchen,325.57,Delhivery,R_WH_014_Nagpur
84050,4/19/2024,Thane,WH_008,4/21/2024,Electronics,680.08,Delhivery,R_WH_008_Thane
84051,9/26/2025,Kolkata,WH_008,9/28/2025,Footwear,798.64,XpressBees,R_WH_008_Kolkata
84052,8/8/2023,Vijayawada,WH_002,8/11/2023,Industrial Supplies,870.63,DTDC,R_WH_002_Vijayawada
84053,7/22/2024,Bhopal,WH_020,7/25/2024,Automotive,1719.17,AmazonLogistics,R_WH_020_Bhopal
84054,3/23/2023,Mumbai,WH_014,3/24/2023,Electronics,1063.17,DTDC,R_WH_014_Mumbai
84055,6/13/2023,Bhopal,WH_013,6/16/2023,Automotive,728.12,Shadowfax,R_WH_013_Bhopal
84056,7/18/2025,Allahabad,WH_005,7/21/2025,Health,1122.06,DTDC,R_WH_005_Allahabad
84057,9/26/2023,Vijayawada,WH_014,9/28/2023,Toys & Baby,1995.36,IndiaPost,R_WH_014_Vijayawada
84058,7/2/2023,Mumbai,WH_014,7/3/2023,Toys & Baby,4255.26,EcomExpress,R_WH_014_Mumbai
84059,7/30/2025,Mangalore,WH_008,8/5/2025,Footwear,1206.03,Shadowfax,R_WH_008_Mangalore
84060,6/29/2023,Mumbai,WH_008,6/29/2023,Automotive,2072.25,XpressBees,R_WH_008_Mumbai
84061,9/16/2025,Bhiwandi,WH_007,9/19/2025,Sports & Fitness,2095.06,Shadowfax,R_WH_007_Bhiwandi
84062,3/6/2025,Chandigarh,WH_008,3/10/2025,Jewellery,3282.73,DTDC,R_WH_008_Chandigarh
84063,8/20/2024,Ranchi,WH_008,8/22/2024,Home & Kitchen,593.68,EcomExpress,R_WH_008_Ranchi
84064,4/16/2024,Ludhiana,WH_005,4/26/2024,Automotive,4545.1,EcomExpress,R_WH_005_Ludhiana
84065,4/21/2023,Kalyan-Dombivli,WH_012,4/25/2023,Home & Kitchen,1909.1,IndiaPost,R_WH_012_Kalyan-Dombivli
84066,10/31/2024,Bhiwandi,WH_011,11/2/2024,Stationery,2946.63,EcomExpress,R_WH_011_Bhiwandi
84067,2/14/2023,Raipur,WH_012,2/16/2023,Beauty & Personal Care,2043.31,Delhivery,R_WH_012_Raipur
84068,7/3/2024,Pimpri-Chinchwad,WH_001,7/6/2024,Pet Supplies,2908.44,EcomExpress,R_WH_001_Pimpri-Chinchwad
84069,6/15/2024,Moradabad,WH_019,6/17/2024,Automotive,313.84,EcomExpress,R_WH_019_Moradabad
84070,8/23/2025,Mangalore,WH_018,9/4/2025,Pet Supplies,138.5,Shadowfax,R_WH_018_Mangalore
84071,8/31/2024,Lucknow,WH_002,9/2/2024,Health,484.88,Delhivery,R_WH_002_Lucknow
84072,3/6/2024,Visakhapatnam,WH_017,3/14/2024,Toys & Baby,701.83,Delhivery,R_WH_017_Visakhapatnam
84073,12/24/2023,Coimbatore,WH_002,12/27/2023,Beauty & Personal Care,108.77,Delhivery,R_WH_002_Coimbatore
84074,2/28/2023,Ranchi,WH_018,3/2/2023,Appliances,545.09,Shadowfax,R_WH_018_Ranchi
84075,9/1/2025,Srinagar,WH_007,9/4/2025,Stationery,245.57,EcomExpress,R_WH_007_Srinagar
84076,9/1/2025,Gwalior,WH_016,9/2/2025,Electronics,2174.03,DTDC,R_WH_016_Gwalior
84077,8/12/2023,Dhanbad,WH_015,8/14/2023,Fashion-Men,228.26,IndiaPost,R_WH_015_Dhanbad
84078,6/28/2025,Moradabad,WH_011,7/2/2025,Industrial Supplies,340.17,IndiaPost,R_WH_011_Moradabad
84079,3/20/2025,Jodhpur,WH_013,3/22/2025,Industrial Supplies,816.92,Delhivery,R_WH_013_Jodhpur
84080,7/8/2023,Bhiwandi,WH_013,7/14/2023,Office Products,2266.99,XpressBees,R_WH_013_Bhiwandi
84081,2/28/2023,Howrah,WH_016,3/4/2023,Grocery,3741.84,XpressBees,R_WH_016_Howrah
84082,1/8/2023,Bhopal,WH_017,1/8/2023,Footwear,162.9,BlueDart,R_WH_017_Bhopal
84083,4/28/2024,Amritsar,WH_003,5/3/2024,Furniture,210.46,XpressBees,R_WH_003_Amritsar
84084,4/4/2025,Indore,WH_018,4/5/2025,Industrial Supplies,390.92,Delhivery,R_WH_018_Indore
84085,2/10/2024,Allahabad,WH_010,2/15/2024,Furniture,1614.9,Shadowfax,R_WH_010_Allahabad
84086,9/5/2024,Thane,WH_017,9/7/2024,Mobile & Accessories,566.98,Delhivery,R_WH_017_Thane
84087,5/1/2025,Visakhapatnam,WH_013,5/2/2025,Industrial Supplies,167.9,Delhivery,R_WH_013_Visakhapatnam
84088,4/16/2024,Surat,WH_015,4/16/2024,Grocery,1926.34,Shadowfax,R_WH_015_Surat
84089,1/21/2023,Indore,WH_003,1/27/2023,Furniture,705.96,DTDC,R_WH_003_Indore
84090,1/19/2024,Gurugram,WH_006,1/22/2024,Mobile & Accessories,102.49,Delhivery,R_WH_006_Gurugram
84091,2/16/2024,Nashik,WH_013,2/18/2024,Footwear,1807.3,XpressBees,R_WH_013_Nashik
84092,11/1/2023,Lucknow,WH_018,11/5/2023,Industrial Supplies,646.77,Shadowfax,R_WH_018_Lucknow
84093,7/7/2025,Vasai-Virar,WH_019,7/13/2025,Fashion-Women,1410.93,Delhivery,R_WH_019_Vasai-Virar
84094,12/28/2024,Faridabad,WH_015,12/30/2024,Pet Supplies,589.26,Delhivery,R_WH_015_Faridabad
84095,11/6/2023,Hyderabad,WH_011,11/10/2023,Stationery,194.45,Delhivery,R_WH_011_Hyderabad
84096,8/19/2023,Dhanbad,WH_001,8/21/2023,Jewellery,1301.22,XpressBees,R_WH_001_Dhanbad
84097,8/24/2023,Dhanbad,WH_018,8/25/2023,Automotive,323.7,Delhivery,R_WH_018_Dhanbad
84098,10/24/2024,Bengaluru,WH_015,10/27/2024,Industrial Supplies,534.81,IndiaPost,R_WH_015_Bengaluru
84099,8/2/2024,Chennai,WH_003,8/6/2024,Appliances,1898.26,EcomExpress,R_WH_003_Chennai
84100,2/15/2023,Patna,WH_018,2/21/2023,Fashion-Women,915.42,BlueDart,R_WH_018_Patna
84101,8/21/2025,Visakhapatnam,WH_010,8/26/2025,Jewellery,196.97,EcomExpress,R_WH_010_Visakhapatnam
84102,8/10/2023,Moradabad,WH_016,8/13/2023,Health,335.05,XpressBees,R_WH_016_Moradabad
84103,1/21/2025,Ahmedabad,WH_019,1/26/2025,Electronics,328.67,Delhivery,R_WH_019_Ahmedabad
84104,6/5/2023,Jaipur,WH_009,6/7/2023,Electronics,1115.39,DTDC,R_WH_009_Jaipur
84105,4/5/2023,Rajkot,WH_014,4/8/2023,Industrial Supplies,888.61,BlueDart,R_WH_014_Rajkot
84106,8/31/2024,Allahabad,WH_020,9/4/2024,Appliances,527.2,EcomExpress,R_WH_020_Allahabad
84107,3/28/2025,Dhanbad,WH_004,4/2/2025,Fashion-Men,5882.89,BlueDart,R_WH_004_Dhanbad
84108,3/24/2023,Ghaziabad,WH_002,4/1/2023,Jewellery,468.58,EcomExpress,R_WH_002_Ghaziabad
84109,9/2/2023,Moradabad,WH_007,9/3/2023,Fashion-Men,859.8,Delhivery,R_WH_007_Moradabad
84110,7/28/2024,Dhanbad,WH_010,7/29/2024,Sports & Fitness,522.2,BlueDart,R_WH_010_Dhanbad
84111,1/10/2023,Madurai,WH_001,1/12/2023,Sports & Fitness,659.3,BlueDart,R_WH_001_Madurai
84112,3/30/2023,Amritsar,WH_003,4/1/2023,Books,535.26,BlueDart,R_WH_003_Amritsar
84113,11/7/2024,Chandigarh,WH_018,11/14/2024,Grocery,263.79,XpressBees,R_WH_018_Chandigarh
84114,6/27/2025,Thane,WH_006,6/30/2025,Automotive,4035.38,EcomExpress,R_WH_006_Thane
84115,11/22/2023,Surat,WH_015,11/25/2023,Appliances,1887.67,BlueDart,R_WH_015_Surat
84116,10/13/2023,Delhi,WH_002,10/13/2023,Office Products,1926.77,Delhivery,R_WH_002_Delhi
84117,8/3/2023,Coimbatore,WH_001,8/6/2023,Grocery,101.44,Shadowfax,R_WH_001_Coimbatore
84118,9/22/2025,Gurugram,WH_007,9/28/2025,Furniture,876.74,IndiaPost,R_WH_007_Gurugram
84119,4/27/2025,Chennai,WH_017,5/1/2025,Industrial Supplies,893.74,EcomExpress,R_WH_017_Chennai
84120,3/13/2023,Rajkot,WH_018,3/16/2023,Toys & Baby,258.14,BlueDart,R_WH_018_Rajkot
84121,7/27/2023,Ghaziabad,WH_016,7/30/2023,Furniture,1228.41,Delhivery,R_WH_016_Ghaziabad
84122,5/19/2023,Amritsar,WH_017,5/21/2023,Beauty & Personal Care,339.25,Delhivery,R_WH_017_Amritsar
84123,1/27/2025,Jabalpur,WH_015,1/29/2025,Mobile & Accessories,3163.66,Shadowfax,R_WH_015_Jabalpur
84124,1/14/2024,Ludhiana,WH_009,1/14/2024,Fashion-Men,277.35,EcomExpress,R_WH_009_Ludhiana
84125,10/2/2024,Pune,WH_009,10/6/2024,Fashion-Men,455.15,XpressBees,R_WH_009_Pune
84126,9/8/2025,Vadodara,WH_001,9/9/2025,Books,318.35,Delhivery,R_WH_001_Vadodara
84127,2/6/2024,Howrah,WH_001,2/11/2024,Sports & Fitness,1435.31,EcomExpress,R_WH_001_Howrah
84128,9/3/2024,Surat,WH_008,9/8/2024,Stationery,1374.86,EcomExpress,R_WH_008_Surat
84129,6/6/2024,Patna,WH_018,6/11/2024,Toys & Baby,1353.45,Delhivery,R_WH_018_Patna
84130,12/6/2023,Dhanbad,WH_008,12/8/2023,Appliances,556.6,BlueDart,R_WH_008_Dhanbad
84131,6/24/2025,Lucknow,WH_014,7/1/2025,Electronics,366.91,Delhivery,R_WH_014_Lucknow
84132,6/25/2023,Kalyan-Dombivli,WH_013,6/29/2023,Office Products,2572.41,IndiaPost,R_WH_013_Kalyan-Dombivli
84133,4/8/2025,Chandigarh,WH_016,4/9/2025,Books,510.32,EcomExpress,R_WH_016_Chandigarh
84134,6/24/2025,Allahabad,WH_012,6/25/2025,Sports & Fitness,1001.46,IndiaPost,R_WH_012_Allahabad
84135,12/23/2023,Ghaziabad,WH_012,12/25/2023,Electronics,676.38,Shadowfax,R_WH_012_Ghaziabad
84136,1/13/2024,Delhi,WH_002,1/13/2024,Toys & Baby,854.04,Delhivery,R_WH_002_Delhi
84137,11/12/2023,Kolkata,WH_015,11/14/2023,Beauty & Personal Care,2495.79,XpressBees,R_WH_015_Kolkata
84138,5/31/2025,Faridabad,WH_014,6/2/2025,Mobile & Accessories,1550.82,EcomExpress,R_WH_014_Faridabad
84139,10/23/2024,Vijayawada,WH_004,10/27/2024,Industrial Supplies,1113.34,Shadowfax,R_WH_004_Vijayawada
84140,3/16/2023,Allahabad,WH_010,3/20/2023,Stationery,186.24,EcomExpress,R_WH_010_Allahabad
84141,4/9/2023,Ghaziabad,WH_011,4/12/2023,Toys & Baby,1025.02,Delhivery,R_WH_011_Ghaziabad
84142,9/22/2023,Howrah,WH_017,9/24/2023,Fashion-Women,297.57,EcomExpress,R_WH_017_Howrah
84143,6/29/2025,Gwalior,WH_014,7/2/2025,Furniture,592.8,DTDC,R_WH_014_Gwalior
84144,1/24/2025,Nagpur,WH_019,1/26/2025,Jewellery,822.87,BlueDart,R_WH_019_Nagpur
84145,3/24/2023,Meerut,WH_007,3/26/2023,Grocery,1347.85,Delhivery,R_WH_007_Meerut
84146,3/15/2025,Agra,WH_013,3/18/2025,Fashion-Men,131.71,IndiaPost,R_WH_013_Agra
84147,8/4/2024,Nagpur,WH_004,8/7/2024,Grocery,905.22,Shadowfax,R_WH_004_Nagpur
84148,8/16/2023,Allahabad,WH_008,8/20/2023,Fashion-Women,1457.01,XpressBees,R_WH_008_Allahabad
84149,11/14/2024,Vasai-Virar,WH_004,11/18/2024,Appliances,1396.59,EcomExpress,R_WH_004_Vasai-Virar
84150,8/22/2025,Surat,WH_014,8/27/2025,Toys & Baby,1239.15,Shadowfax,R_WH_014_Surat
84151,5/11/2023,Vadodara,WH_009,5/15/2023,Health,970.81,AmazonLogistics,R_WH_009_Vadodara
84152,1/10/2023,Ghaziabad,WH_005,1/12/2023,Fashion-Women,302.41,Shadowfax,R_WH_005_Ghaziabad
84153,8/30/2025,Gwalior,WH_007,9/2/2025,Fashion-Men,851.84,Delhivery,R_WH_007_Gwalior
84154,6/18/2025,Pune,WH_015,6/26/2025,Mobile & Accessories,1525.21,DTDC,R_WH_015_Pune
84155,7/21/2024,Meerut,WH_005,7/22/2024,Fashion-Men,99.77,DTDC,R_WH_005_Meerut
84156,7/24/2025,Howrah,WH_002,7/28/2025,Automotive,975.54,IndiaPost,R_WH_002_Howrah
84157,6/28/2024,Rajkot,WH_004,7/4/2024,Books,431.95,AmazonLogistics,R_WH_004_Rajkot
84158,9/1/2023,Agra,WH_002,9/6/2023,Stationery,1727.7,IndiaPost,R_WH_002_Agra
84159,8/14/2023,Srinagar,WH_004,8/20/2023,Furniture,1171.86,Delhivery,R_WH_004_Srinagar
84160,8/16/2023,Indore,WH_015,8/19/2023,Toys & Baby,228.99,Delhivery,R_WH_015_Indore
84161,9/2/2023,Visakhapatnam,WH_014,9/11/2023,Toys & Baby,1616.69,EcomExpress,R_WH_014_Visakhapatnam
84162,7/17/2025,Pune,WH_003,7/24/2025,Footwear,399.6,DTDC,R_WH_003_Pune
84163,3/19/2024,Jaipur,WH_012,3/21/2024,Automotive,119.39,IndiaPost,R_WH_012_Jaipur
84164,7/5/2025,Thane,WH_012,7/7/2025,Appliances,3587.63,Delhivery,R_WH_012_Thane
84165,9/6/2024,Srinagar,WH_014,9/7/2024,Electronics,7027,DTDC,R_WH_014_Srinagar
84166,12/9/2024,Agra,WH_004,12/15/2024,Industrial Supplies,416.78,BlueDart,R_WH_004_Agra
84167,6/5/2025,Amritsar,WH_009,6/10/2025,Health,946.13,EcomExpress,R_WH_009_Amritsar
84168,3/23/2025,Agra,WH_002,4/6/2025,Automotive,148.33,Delhivery,R_WH_002_Agra
84169,4/4/2025,Ghaziabad,WH_005,4/8/2025,Sports & Fitness,2821.75,BlueDart,R_WH_005_Ghaziabad
84170,4/5/2024,Jaipur,WH_016,4/9/2024,Industrial Supplies,614.49,BlueDart,R_WH_016_Jaipur
84171,7/24/2025,Ludhiana,WH_019,7/27/2025,Stationery,704.85,XpressBees,R_WH_019_Ludhiana
84172,12/21/2024,Vijayawada,WH_015,12/22/2024,Pet Supplies,1039.44,XpressBees,R_WH_015_Vijayawada
84173,1/17/2024,Vasai-Virar,WH_019,1/20/2024,Toys & Baby,647.78,BlueDart,R_WH_019_Vasai-Virar
84174,7/11/2023,Chandigarh,WH_005,7/15/2023,Grocery,435.2,DTDC,R_WH_005_Chandigarh
84175,9/30/2024,Visakhapatnam,WH_008,10/3/2024,Footwear,4424.98,Delhivery,R_WH_008_Visakhapatnam
84176,6/5/2024,Kalyan-Dombivli,WH_012,6/9/2024,Fashion-Women,1367.31,AmazonLogistics,R_WH_012_Kalyan-Dombivli
84177,4/21/2025,Jabalpur,WH_012,4/23/2025,Fashion-Women,948.88,EcomExpress,R_WH_012_Jabalpur
84178,7/31/2024,Agra,WH_009,8/3/2024,Health,953.37,DTDC,R_WH_009_Agra
84179,5/19/2025,Mangalore,WH_020,5/22/2025,Jewellery,858.73,Shadowfax,R_WH_020_Mangalore
84180,5/2/2025,Mumbai,WH_020,5/4/2025,Health,536.08,XpressBees,R_WH_020_Mumbai
84181,8/18/2025,Vijayawada,WH_013,8/21/2025,Toys & Baby,234.84,BlueDart,R_WH_013_Vijayawada
84182,6/7/2023,Delhi,WH_019,6/8/2023,Automotive,2569.15,EcomExpress,R_WH_019_Delhi
84183,9/13/2023,Visakhapatnam,WH_012,9/15/2023,Jewellery,1104.07,Delhivery,R_WH_012_Visakhapatnam
84184,4/29/2025,Amritsar,WH_007,5/2/2025,Fashion-Women,664.23,DTDC,R_WH_007_Amritsar
84185,6/30/2024,Nagpur,WH_015,7/3/2024,Books,323.28,EcomExpress,R_WH_015_Nagpur
84186,5/20/2024,Kolkata,WH_005,5/21/2024,Home & Kitchen,1284.54,Delhivery,R_WH_005_Kolkata
84187,3/31/2025,Meerut,WH_010,4/1/2025,Footwear,912.99,DTDC,R_WH_010_Meerut
84188,6/16/2023,Kalyan-Dombivli,WH_008,6/17/2023,Automotive,104.64,XpressBees,R_WH_008_Kalyan-Dombivli
84189,5/29/2025,Kolkata,WH_009,6/2/2025,Health,622.81,BlueDart,R_WH_009_Kolkata
84190,1/22/2023,Surat,WH_005,1/25/2023,Fashion-Women,187.85,EcomExpress,R_WH_005_Surat
84191,3/8/2023,Bhubaneswar,WH_019,3/12/2023,Stationery,1669.03,Delhivery,R_WH_019_Bhubaneswar
84192,12/10/2024,Faridabad,WH_008,12/13/2024,Mobile & Accessories,484.48,EcomExpress,R_WH_008_Faridabad
84193,9/3/2024,Gwalior,WH_001,9/5/2024,Automotive,321.23,BlueDart,R_WH_001_Gwalior
84194,4/27/2025,Coimbatore,WH_014,4/27/2025,Toys & Baby,427.62,BlueDart,R_WH_014_Coimbatore
84195,12/7/2024,Mangalore,WH_006,12/10/2024,Pet Supplies,388.5,Delhivery,R_WH_006_Mangalore
84196,9/3/2024,Pune,WH_002,9/7/2024,Home & Kitchen,582.18,EcomExpress,R_WH_002_Pune
