transport_id,warehouse_id,city,distance_km,fuel_cost_per_km_inr,courier_partner,courier_on_time_rate,estimated_transit_hours
50427,WH_016,Nashik,116.7,2.64,BlueDart,0.809,20.8
50428,WH_012,Faridabad,94.2,3.89,DTDC,0.821,17.1
50429,WH_001,Bhopal,359.8,1.9,AmazonLogistics,0.794,13.5
50430,WH_008,Thane,94.2,2.29,IndiaPost,0.913,3
50431,WH_018,Bengaluru,81.7,2.82,AmazonLogistics,0.895,4.1
50432,WH_008,Howrah,81.8,1.31,EcomExpress,0.99,6.6
50433,WH_015,Vasai-Virar,181,2.16,XpressBees,0.894,19.4
50434,WH_001,Delhi,38.5,1.83,XpressBees,0.87,5.9
50435,WH_010,Bengaluru,207.8,3.4,DTDC,0.842,8.2
50436,WH_009,Kolkata,320.9,1.84,Delhivery,0.865,12
50437,WH_001,Rajkot,133.8,2.05,EcomExpress,0.769,6.1
50438,WH_014,Bhubaneswar,35.9,2.92,XpressBees,0.933,1.1
50439,WH_016,Mumbai,117.5,2.65,BlueDart,0.914,24.4
50440,WH_014,Gwalior,197.5,3.74,Shadowfax,0.923,20.1
50441,WH_003,Ghaziabad,42.4,1.96,BlueDart,0.872,19.9
50442,WH_015,Kanpur,268.3,0.97,Shadowfax,0.891,15.2
50443,WH_018,Gwalior,236.1,2.11,DTDC,0.841,16.8
50444,WH_010,Gurugram,29.4,2.79,AmazonLogistics,0.924,8.5
50445,WH_014,Nashik,237.9,1.16,Delhivery,0.807,8.9
50446,WH_019,Kolkata,186.6,1.93,DTDC,0.909,4.7
50447,WH_009,Nashik,90.1,3.77,XpressBees,0.836,9
50448,WH_005,Indore,391.4,2.25,DTDC,0.862,14.3
50449,WH_018,Moradabad,96.9,3.63,Delhivery,0.91,9.9
50450,WH_016,Ranchi,449.1,1.93,AmazonLogistics,0.834,16
50451,WH_011,Agra,220.4,3.39,XpressBees,0.895,11.8
50452,WH_001,Lucknow,19.7,2.73,AmazonLogistics,0.825,5.1
50453,WH_005,Jodhpur,176.8,3.37,DTDC,0.868,6.5
50454,WH_019,Bhopal,239,1.1,AmazonLogistics,0.908,7.7
50455,WH_006,Bhiwandi,111.5,3.37,BlueDart,0.948,5.6
50456,WH_003,Madurai,87.5,2.46,Delhivery,0.885,8.6
50457,WH_003,Kalyan-Dombivli,457.9,3.68,IndiaPost,0.924,27.3
50458,WH_013,Chennai,50.4,3.89,DTDC,0.8,4.6
50459,WH_004,Chennai,192.4,3.21,XpressBees,0.896,5.1
50460,WH_015,Mangalore,228.6,3.65,XpressBees,0.81,10.6
50461,WH_007,Rajkot,76.5,1.31,BlueDart,0.932,3
50462,WH_016,Bengaluru,116.5,1.24,Delhivery,0.868,8.5
50463,WH_006,Bhubaneswar,36,2.49,EcomExpress,0.91,13.6
50464,WH_019,Madurai,93.3,3.26,XpressBees,0.865,14.3
50465,WH_006,Ghaziabad,205.6,3.53,XpressBees,0.897,10.6
50466,WH_005,Ludhiana,132.2,3.39,AmazonLogistics,0.964,9.8
50467,WH_004,Vasai-Virar,83.1,3.79,BlueDart,0.891,5.3
50468,WH_018,Jaipur,103.3,2.42,Delhivery,0.914,18.1
50469,WH_004,Srinagar,138.7,2.29,EcomExpress,0.806,5.3
50470,WH_003,Bhubaneswar,168.7,3.38,Shadowfax,0.894,6
50471,WH_018,Chennai,154,3.27,DTDC,0.833,8.7
50472,WH_020,Raipur,52.9,1.09,IndiaPost,0.948,10.8
50473,WH_013,Rajkot,80.5,2.89,IndiaPost,0.814,13
50474,WH_007,Bhiwandi,195,2.38,XpressBees,0.875,16.4
50475,WH_016,Ludhiana,235.9,2.81,XpressBees,0.834,16.3
50476,WH_010,Ahmedabad,128.4,3.3,XpressBees,0.906,8.2
50477,WH_008,Madurai,108.5,3.84,BlueDart,0.856,17.2
50478,WH_004,Jabalpur,385.3,2.03,Delhivery,0.84,38.9
50479,WH_009,Kolkata,131.9,2.08,Delhivery,0.895,21
50480,WH_003,Chandigarh,89.9,3.9,IndiaPost,0.868,5.9
50481,WH_016,Jodhpur,66.3,3.89,BlueDart,0.913,6.3
50482,WH_003,Allahabad,157.3,2.52,Shadowfax,0.857,12.4
50483,WH_010,Surat,58.1,2.17,AmazonLogistics,0.912,3.7
50484,WH_003,Bhubaneswar,208.5,2.16,XpressBees,0.851,19.5
50485,WH_012,Lucknow,76.4,1.42,AmazonLogistics,0.809,6.1
50486,WH_001,Thane,169,2,Delhivery,0.899,8.5
50487,WH_014,Bhiwandi,69,3.21,Shadowfax,0.934,6
50488,WH_001,Varanasi,162.1,1.68,AmazonLogistics,0.899,8.5
50489,WH_005,Bengaluru,604.6,1.02,Delhivery,0.87,18.1
50490,WH_007,Surat,122,1.87,Shadowfax,0.981,7.2
50491,WH_003,Coimbatore,51.4,1.34,BlueDart,0.856,34.3
50492,WH_002,Allahabad,184,2.3,Shadowfax,0.968,10.8
50493,WH_003,Coimbatore,94.5,3.78,Shadowfax,0.817,19.8
50494,WH_006,Faridabad,57.7,3.36,EcomExpress,0.937,11.6
50495,WH_003,Ahmedabad,265.1,2.91,XpressBees,0.869,17.1
50496,WH_006,Vadodara,106.1,0.98,BlueDart,0.99,7.4
50497,WH_012,Pimpri-Chinchwad,186.4,2,XpressBees,0.749,20
50498,WH_012,Chandigarh,174.3,2.52,Shadowfax,0.834,25.5
50499,WH_018,Ahmedabad,260.1,1.42,Shadowfax,0.853,7.2
50500,WH_010,Kanpur,200.2,1.68,EcomExpress,0.863,18
50501,WH_018,Delhi,238,2.77,BlueDart,0.865,10
50502,WH_019,Agra,109.1,2.22,DTDC,0.921,19.5
50503,WH_006,Kanpur,266.9,3.84,Delhivery,0.986,13.1
50504,WH_014,Vijayawada,146,1.04,DTDC,0.961,11.2
50505,WH_011,Amritsar,121.3,2.05,XpressBees,0.824,48.4
50506,WH_009,Vijayawada,152.8,3.42,AmazonLogistics,0.786,5
50507,WH_005,Bhopal,257,2.67,XpressBees,0.863,33.8
50508,WH_015,Mangalore,33.8,1.57,XpressBees,0.864,8.1
50509,WH_012,Mumbai,103,3.55,BlueDart,0.817,32.8
50510,WH_017,Bhiwandi,65.5,2.29,DTDC,0.868,5.5
50511,WH_008,Kalyan-Dombivli,219.3,3.52,IndiaPost,0.963,41.5
50512,WH_014,Allahabad,133.5,2.96,IndiaPost,0.948,9.3
50513,WH_007,Dhanbad,87.5,1.67,AmazonLogistics,0.817,3.2
50514,WH_018,Coimbatore,150.2,3.27,IndiaPost,0.926,4
50515,WH_018,Coimbatore,97.1,1.98,BlueDart,0.917,15.9
50516,WH_020,Surat,345.2,2.61,Shadowfax,0.869,21.5
50517,WH_016,Gurugram,114.5,2.63,Shadowfax,0.944,13.9
50518,WH_004,Moradabad,205.2,1.62,AmazonLogistics,0.853,22.2
50519,WH_001,Ahmedabad,13.8,3.62,DTDC,0.823,0.4
50520,WH_018,Nashik,245.4,3.73,XpressBees,0.94,29.6
50521,WH_019,Gurugram,207,3.36,DTDC,0.861,11.2
50522,WH_006,Thane,203.8,2.06,EcomExpress,0.99,19.1
50523,WH_018,Pimpri-Chinchwad,70.5,3.86,EcomExpress,0.88,3.5
50524,WH_003,Pimpri-Chinchwad,67.5,1.27,Shadowfax,0.91,4
50525,WH_020,Amritsar,13,1.9,Delhivery,0.924,10
50526,WH_017,Jaipur,168.7,2.72,Shadowfax,0.934,7.2
50527,WH_004,Bhopal,244.1,2.07,Shadowfax,0.758,7.8
50528,WH_011,Mumbai,90.6,0.92,EcomExpress,0.889,9.1
50529,WH_006,Kolkata,26.1,1.86,IndiaPost,0.84,5
50530,WH_010,Amritsar,151.9,1.76,XpressBees,0.838,5.1
50531,WH_006,Pimpri-Chinchwad,40,3.36,DTDC,0.855,2.8
50532,WH_015,Visakhapatnam,183.3,2.73,Delhivery,0.817,23.2
50533,WH_019,Rajkot,91.5,1.29,AmazonLogistics,0.931,2.4
50534,WH_010,Jabalpur,171,1.13,DTDC,0.944,11.2
50535,WH_008,Ghaziabad,51.5,3.54,XpressBees,0.972,2.7
50536,WH_019,Bhopal,112.6,3.27,DTDC,0.838,4.3
50537,WH_003,Kolkata,183.1,3.28,DTDC,0.908,34.9
50538,WH_012,Aligarh,372.1,2.48,XpressBees,0.789,9.7
50539,WH_012,Bhubaneswar,205,1.54,EcomExpress,0.825,8.3
50540,WH_019,Nagpur,433.8,3.82,DTDC,0.762,19
50541,WH_010,Vasai-Virar,93.2,3.55,Shadowfax,0.95,5.1
50542,WH_019,Howrah,112,3.13,Delhivery,0.901,10.6
50543,WH_006,Coimbatore,208.6,1.8,BlueDart,0.865,19.6
50544,WH_018,Nashik,100.8,2.46,BlueDart,0.788,7.6
50545,WH_003,Chennai,385.2,3.66,Shadowfax,0.85,10.2
50546,WH_016,Varanasi,61,1.64,BlueDart,0.923,3
50547,WH_014,Vadodara,70.4,2.12,XpressBees,0.804,5.8
50548,WH_012,Hyderabad,315.6,2.11,AmazonLogistics,0.87,15.4
50549,WH_007,Mangalore,225.4,2.7,IndiaPost,0.99,6.7
50550,WH_008,Pimpri-Chinchwad,93,0.97,AmazonLogistics,0.912,10.3
50551,WH_006,Madurai,49.9,3.8,EcomExpress,0.869,8.1
50552,WH_016,Kalyan-Dombivli,229.6,1.76,XpressBees,0.876,11.8
50553,WH_006,Faridabad,79.8,3.79,Delhivery,0.803,4.7
50554,WH_019,Srinagar,267.5,2.45,Shadowfax,0.839,9.9
50555,WH_002,Visakhapatnam,51.6,2.54,IndiaPost,0.987,5.9
50556,WH_018,Jodhpur,247.4,2.17,Delhivery,0.898,23.7
50557,WH_020,Varanasi,331.9,2.65,DTDC,0.895,12.7
50558,WH_019,Thane,77.3,2.01,IndiaPost,0.826,9.2
50559,WH_018,Aligarh,104,3.67,IndiaPost,0.857,8.1
50560,WH_007,Ahmedabad,103.6,1.81,Delhivery,0.836,5
50561,WH_020,Mangalore,236.4,2.93,BlueDart,0.864,8.4
50562,WH_020,Kanpur,153.9,2.14,AmazonLogistics,0.85,17.8
50563,WH_010,Ranchi,459.1,2.29,EcomExpress,0.873,14.2
50564,WH_009,Allahabad,119.5,0.95,DTDC,0.863,7.8
50565,WH_008,Dhanbad,47.9,1.08,IndiaPost,0.931,2.8
50566,WH_003,Ahmedabad,27,2.02,DTDC,0.897,8.3
50567,WH_003,Meerut,105.4,1.78,AmazonLogistics,0.907,17.2
50568,WH_005,Rajkot,459.5,0.95,AmazonLogistics,0.89,15.9
50569,WH_013,Howrah,76.8,1.15,BlueDart,0.86,3.1
50570,WH_010,Lucknow,33.9,3.83,BlueDart,0.859,18.5
50571,WH_020,Madurai,125.9,2.61,Delhivery,0.948,5.3
50572,WH_012,Meerut,150.7,3.6,IndiaPost,0.859,3.8
50573,WH_007,Mangalore,257.9,2.08,XpressBees,0.953,10.1
50574,WH_003,Coimbatore,211,3.36,DTDC,0.916,5.7
50575,WH_013,Varanasi,411.4,2.25,XpressBees,0.902,12.1
50576,WH_018,Dhanbad,32.8,2.67,AmazonLogistics,0.751,12.1
50577,WH_017,Vasai-Virar,51.5,2.27,Delhivery,0.873,12.6
50578,WH_006,Visakhapatnam,325.2,2.39,AmazonLogistics,0.831,8.7
50579,WH_002,Jaipur,156.4,1.24,Delhivery,0.932,18.4
50580,WH_017,Surat,98,1.74,IndiaPost,0.908,5.5
50581,WH_006,Bhiwandi,255.6,2.24,EcomExpress,0.945,10.2
50582,WH_010,Gurugram,284.5,3.79,IndiaPost,0.903,13.6
50583,WH_014,Thane,243.4,1.93,Shadowfax,0.847,13.6
50584,WH_012,Hyderabad,248.7,3.41,DTDC,0.867,8.1
50585,WH_005,Visakhapatnam,64.2,2.23,XpressBees,0.853,3.8
50586,WH_002,Agra,60.7,2.27,BlueDart,0.897,4.8
50587,WH_001,Chennai,280.7,2.96,AmazonLogistics,0.976,16.4
50588,WH_001,Pune,230.8,3.22,BlueDart,0.832,19.9
50589,WH_010,Pune,270.5,2.45,EcomExpress,0.816,27.5
50590,WH_010,Madurai,112.6,1.51,BlueDart,0.887,22.6
50591,WH_014,Bhiwandi,185.6,2.93,XpressBees,0.874,20.3
50592,WH_015,Ghaziabad,240.9,2.99,Shadowfax,0.834,39.2
50593,WH_019,Gwalior,182.1,0.94,IndiaPost,0.941,5.3
50594,WH_002,Coimbatore,78,2.31,Delhivery,0.86,8.1
50595,WH_001,Chandigarh,8.1,2.47,EcomExpress,0.951,1.7
50596,WH_004,Ahmedabad,39.1,3.31,AmazonLogistics,0.967,14.1
50597,WH_008,Vasai-Virar,77.4,1.98,DTDC,0.957,17.4
50598,WH_008,Madurai,97.9,1.81,Delhivery,0.802,5
50599,WH_013,Moradabad,264,3.09,EcomExpress,0.913,18.1
50600,WH_006,Rajkot,51.3,2.17,BlueDart,0.803,16.6
50601,WH_019,Ghaziabad,35.5,2.99,Delhivery,0.98,20.6
50602,WH_018,Kanpur,162.5,2.83,Delhivery,0.813,13.3
50603,WH_002,Ghaziabad,189.3,3.16,XpressBees,0.814,12
50604,WH_018,Kanpur,203.1,1.94,Delhivery,0.912,5.8
50605,WH_011,Bhubaneswar,232.5,2.35,EcomExpress,0.95,10
50606,WH_006,Allahabad,48.4,2.55,Delhivery,0.909,2
50607,WH_017,Amritsar,113.7,3.05,EcomExpress,0.851,5.6
50608,WH_017,Thane,203.6,3.48,DTDC,0.869,19
50609,WH_010,Aligarh,328.3,3.58,Shadowfax,0.784,8.9
50610,WH_008,Vadodara,117.9,2.92,EcomExpress,0.782,3.7
50611,WH_006,Vasai-Virar,75.5,1.58,XpressBees,0.924,10.1
50612,WH_014,Ludhiana,241,3.44,AmazonLogistics,0.874,27
50613,WH_007,Delhi,134.2,3.78,BlueDart,0.919,25.2
50614,WH_019,Bhubaneswar,418,2.37,Shadowfax,0.857,27.5
50615,WH_017,Gwalior,178.3,3.3,AmazonLogistics,0.885,16.1
50616,WH_008,Moradabad,203.8,3.3,DTDC,0.845,8.1
50617,WH_020,Ranchi,40.1,1.46,BlueDart,0.943,2.4
50618,WH_017,Raipur,163,3.36,DTDC,0.847,12.8
50619,WH_009,Mangalore,137.1,1.3,BlueDart,0.914,5.5
50620,WH_003,Allahabad,245.7,3.02,EcomExpress,0.867,9.2
50621,WH_019,Raipur,119.9,1.86,DTDC,0.825,3.9
50622,WH_013,Amritsar,119.3,2.23,BlueDart,0.917,8.3
50623,WH_018,Mumbai,65.3,1.83,Delhivery,0.953,3.7
50624,WH_009,Dhanbad,39,3.84,IndiaPost,0.792,3.6
50625,WH_005,Dhanbad,543.2,1.93,AmazonLogistics,0.829,24.3
50626,WH_004,Gwalior,136.9,3.41,AmazonLogistics,0.963,14
50627,WH_004,Bhopal,88.6,2.23,IndiaPost,0.842,3.9
50628,WH_007,Howrah,75.1,3.83,Delhivery,0.844,3.2
50629,WH_006,Gurugram,260.5,3.9,EcomExpress,0.948,32.9
50630,WH_018,Pimpri-Chinchwad,105.1,1.38,Delhivery,0.939,13.5
50631,WH_003,Allahabad,118.5,2.2,AmazonLogistics,0.859,18.8
50632,WH_014,Delhi,87.2,2.35,Delhivery,0.802,3.3
50633,WH_001,Ranchi,267.9,2.09,EcomExpress,0.967,13.9
50634,WH_014,Varanasi,105.6,2.12,EcomExpress,0.899,10.3
50635,WH_010,Chandigarh,318.8,2.28,AmazonLogistics,0.888,13.6
50636,WH_014,Moradabad,125.9,1.43,XpressBees,0.99,6.1
50637,WH_018,Thane,154.8,1.14,AmazonLogistics,0.931,41.9
50638,WH_015,Gwalior,421.5,2.91,Shadowfax,0.828,31.7
50639,WH_012,Howrah,77.2,3.51,DTDC,0.887,2.2
50640,WH_017,Bhiwandi,67.1,2.85,DTDC,0.867,21.3
50641,WH_014,Kanpur,158.9,2.65,EcomExpress,0.861,30.9
50642,WH_018,Visakhapatnam,228.2,3.5,Delhivery,0.741,27.4
50643,WH_017,Surat,56,3,DTDC,0.885,12.5
50644,WH_004,Meerut,51.3,2.34,BlueDart,0.885,13.6
50645,WH_018,Gurugram,203.2,2.99,Shadowfax,0.779,15.5
50646,WH_007,Raipur,287.7,2.42,Shadowfax,0.81,9.8
50647,WH_010,Allahabad,83.1,2.02,BlueDart,0.893,21.7
50648,WH_020,Patna,171.2,2.76,AmazonLogistics,0.953,8.1
50649,WH_006,Vadodara,150.9,1.71,Delhivery,0.921,23.5
50650,WH_003,Ghaziabad,159.7,3.37,Delhivery,0.881,8.1
50651,WH_003,Bengaluru,200.1,3.15,IndiaPost,0.845,6.3
50652,WH_018,Raipur,219,3.01,DTDC,0.936,6.3
50653,WH_016,Lucknow,58.6,2.23,IndiaPost,0.965,22.5
50654,WH_011,Coimbatore,238.7,1.42,BlueDart,0.81,21.3
50655,WH_004,Lucknow,266,1.92,Delhivery,0.892,11.9
50656,WH_014,Surat,426.5,1.41,BlueDart,0.898,33.6
50657,WH_017,Mangalore,260.5,1.34,BlueDart,0.908,13.5
50658,WH_009,Ludhiana,280.7,1.2,IndiaPost,0.841,10.5
50659,WH_015,Pune,124.3,2.47,Shadowfax,0.86,3.7
50660,WH_011,Bhubaneswar,206.5,2.1,Delhivery,0.824,11.8
50661,WH_013,Nagpur,262.5,2.34,IndiaPost,0.847,10.4
50662,WH_003,Aligarh,255.7,3.66,DTDC,0.894,33.3
50663,WH_010,Aligarh,163.4,2.3,AmazonLogistics,0.876,17.3
50664,WH_012,Dhanbad,169.2,3.72,IndiaPost,0.876,17.1
50665,WH_010,Jabalpur,60.4,1.14,XpressBees,0.833,3.1
50666,WH_011,Allahabad,423.6,3.49,Delhivery,0.897,16.5
50667,WH_014,Gwalior,71.2,3.81,Shadowfax,0.705,8.7
50668,WH_009,Gwalior,206.6,2.87,IndiaPost,0.91,25.8
50669,WH_009,Allahabad,71.4,1.21,AmazonLogistics,0.929,1.8
50670,WH_016,Gurugram,170,1.48,AmazonLogistics,0.925,6.8
50671,WH_009,Jodhpur,169,3.15,IndiaPost,0.891,6.2
50672,WH_014,Jabalpur,164.7,3.17,IndiaPost,0.82,10.5
50673,WH_007,Jabalpur,72,2.06,Delhivery,0.986,2.9
50674,WH_010,Ranchi,322.4,2.4,AmazonLogistics,0.872,14.7
50675,WH_010,Varanasi,333.6,2.47,XpressBees,0.958,26.4
50676,WH_018,Kanpur,97.5,2.28,Shadowfax,0.97,21.2
50677,WH_007,Surat,197.8,1.11,Shadowfax,0.899,8.6
50678,WH_010,Agra,300.5,2.84,Shadowfax,0.928,7.9
50679,WH_017,Bhiwandi,307.8,2.53,IndiaPost,0.93,13.7
50680,WH_014,Ludhiana,86.8,3.04,DTDC,0.774,18.2
50681,WH_018,Lucknow,33.1,3.1,Shadowfax,0.891,1.3
50682,WH_010,Srinagar,254,3,DTDC,0.858,13.4
50683,WH_015,Vasai-Virar,100.5,2.91,BlueDart,0.822,7.6
50684,WH_001,Bengaluru,43.5,0.99,DTDC,0.903,6.2
50685,WH_018,Howrah,72.6,2.16,XpressBees,0.922,3.3
50686,WH_016,Howrah,185.7,3.27,DTDC,0.89,19
50687,WH_015,Jodhpur,265.6,3.35,Shadowfax,0.971,7.5
50688,WH_010,Ludhiana,265.7,3.05,DTDC,0.79,9.7
50689,WH_017,Bhiwandi,206.8,1.19,DTDC,0.876,18.3
50690,WH_017,Amritsar,335.9,2.15,AmazonLogistics,0.814,14.8
50691,WH_005,Patna,269.8,1.86,EcomExpress,0.886,24.6
50692,WH_016,Jodhpur,297.2,3.25,BlueDart,0.921,8.2
50693,WH_015,Nagpur,164.2,3.65,AmazonLogistics,0.826,5.9
50694,WH_018,Vadodara,22.2,1.57,DTDC,0.949,12.7
50695,WH_007,Kanpur,299.5,2.69,BlueDart,0.8,9
50696,WH_001,Kolkata,115.7,2.23,Delhivery,0.94,15.2
50697,WH_017,Vijayawada,11,2.83,XpressBees,0.99,6.9
50698,WH_005,Nashik,106.9,1.81,Delhivery,0.934,20.4
50699,WH_006,Gwalior,89.7,3.47,BlueDart,0.84,3.9
50700,WH_003,Pune,207.7,1.37,IndiaPost,0.861,11.3
50701,WH_018,Visakhapatnam,132.8,1.13,IndiaPost,0.99,9.4
50702,WH_006,Raipur,42.3,2.03,IndiaPost,0.887,2.2
50703,WH_015,Dhanbad,68.7,1.69,IndiaPost,0.816,8.5
50704,WH_003,Mumbai,136.5,2.54,BlueDart,0.87,6.1
50705,WH_009,Surat,71.1,1.71,Delhivery,0.861,3
50706,WH_009,Aligarh,230.1,3.41,EcomExpress,0.935,5.9
50707,WH_007,Mangalore,118.5,3.86,Delhivery,0.842,18.7
50708,WH_006,Vasai-Virar,324.8,3.46,BlueDart,0.895,14.5
50709,WH_006,Meerut,25.2,2.18,DTDC,0.843,20.3
50710,WH_011,Patna,296.1,3.25,Shadowfax,0.778,10.3
50711,WH_020,Bhubaneswar,41.1,3.04,EcomExpress,0.826,16.7
50712,WH_001,Kalyan-Dombivli,204.8,1.06,AmazonLogistics,0.82,16.1
50713,WH_013,Agra,105.5,2.16,IndiaPost,0.877,4.5
50714,WH_015,Kolkata,21.5,2.43,XpressBees,0.794,6
50715,WH_006,Kalyan-Dombivli,140.1,3.2,Delhivery,0.943,24.1
50716,WH_008,Mangalore,86.5,1.23,Delhivery,0.814,5.5
50717,WH_017,Jodhpur,23.9,3.25,DTDC,0.895,4.8
50718,WH_004,Ranchi,408.4,0.97,Shadowfax,0.907,23.1
50719,WH_001,Agra,219.3,1.9,EcomExpress,0.896,14.7
50720,WH_006,Ranchi,39.5,1.67,Shadowfax,0.82,7
50721,WH_020,Bhiwandi,28.9,1.48,AmazonLogistics,0.856,3.3
50722,WH_018,Vijayawada,41.2,3.62,EcomExpress,0.912,1.9
50723,WH_016,Mangalore,37.1,2.25,IndiaPost,0.785,7.7
50724,WH_020,Surat,112.7,1.06,Delhivery,0.774,8.6
50725,WH_012,Kolkata,366.3,1.73,EcomExpress,0.886,12.7
50726,WH_014,Bhopal,96.8,2.79,AmazonLogistics,0.925,2.8
50727,WH_001,Vasai-Virar,151.8,3.86,EcomExpress,0.881,9
50728,WH_001,Srinagar,54.9,3.3,AmazonLogistics,0.82,1.4
50729,WH_009,Pimpri-Chinchwad,8.5,3.26,DTDC,0.985,6.1
50730,WH_008,Ghaziabad,167.9,3.42,XpressBees,0.836,4.8
50731,WH_006,Patna,121,1.78,IndiaPost,0.912,10.3
50732,WH_011,Pimpri-Chinchwad,102.2,2.16,IndiaPost,0.795,2.9
50733,WH_001,Kalyan-Dombivli,11,1.11,EcomExpress,0.777,0.5
50734,WH_003,Lucknow,173.1,1.04,EcomExpress,0.847,12.6
50735,WH_005,Allahabad,384.6,3.11,Delhivery,0.913,18.7
50736,WH_002,Visakhapatnam,169.7,2.45,DTDC,0.804,16.8
50737,WH_017,Thane,188.4,0.96,Delhivery,0.936,6.4
50738,WH_009,Raipur,163.1,1.59,AmazonLogistics,0.883,8
50739,WH_005,Thane,398.4,1.79,DTDC,0.892,11
50740,WH_019,Vadodara,49.3,1.48,XpressBees,0.914,12.7
50741,WH_009,Kalyan-Dombivli,512.8,1.25,EcomExpress,0.888,20.4
50742,WH_009,Jodhpur,175.2,2.84,IndiaPost,0.978,10.7
50743,WH_018,Bhubaneswar,65.5,1.21,EcomExpress,0.846,25.8
50744,WH_020,Ghaziabad,164.3,1.77,BlueDart,0.946,4.4
50745,WH_013,Varanasi,66.1,1.03,Delhivery,0.831,3
50746,WH_019,Madurai,178,3.18,AmazonLogistics,0.937,7.2
50747,WH_002,Mangalore,191.8,3.36,Shadowfax,0.852,7.6
50748,WH_008,Kalyan-Dombivli,193.5,3.27,XpressBees,0.922,11.5
50749,WH_006,Srinagar,103.1,3.59,Shadowfax,0.904,2.6
50750,WH_011,Thane,82.6,1.06,XpressBees,0.897,18.7
50751,WH_019,Chennai,260.1,1.33,XpressBees,0.877,6.6
50752,WH_020,Bhopal,31.6,1.21,Shadowfax,0.896,22.2
50753,WH_002,Ghaziabad,68.4,1.14,EcomExpress,0.892,6.7
50754,WH_006,Bengaluru,58.8,3.23,EcomExpress,0.944,17.9
50755,WH_002,Bhopal,42.8,1.5,DTDC,0.809,7.7
50756,WH_004,Bengaluru,201.5,3.76,AmazonLogistics,0.941,5.9
50757,WH_016,Agra,156.6,1.77,AmazonLogistics,0.913,5.2
50758,WH_020,Agra,109.6,1.33,DTDC,0.933,4.8
50759,WH_013,Bhiwandi,66.5,2.71,Shadowfax,0.88,12.9
50760,WH_020,Coimbatore,132.6,2.6,DTDC,0.868,5.4
50761,WH_012,Nashik,126.4,2.83,Delhivery,0.884,8.7
50762,WH_004,Jabalpur,134.9,2.01,EcomExpress,0.819,3.9
50763,WH_003,Pimpri-Chinchwad,176.7,3.52,BlueDart,0.911,5.3
50764,WH_011,Jabalpur,262.8,3.43,IndiaPost,0.752,12
50765,WH_008,Kanpur,155.9,3.5,DTDC,0.916,15.3
50766,WH_004,Thane,209.2,3.9,EcomExpress,0.977,17.1
50767,WH_018,Ahmedabad,79.1,3.42,BlueDart,0.866,6.3
50768,WH_016,Lucknow,89.3,2.95,Delhivery,0.858,3.9
50769,WH_008,Moradabad,108,1.26,AmazonLogistics,0.929,18.6
50770,WH_008,Patna,174.4,1.64,EcomExpress,0.886,8.5
50771,WH_014,Kolkata,9.5,1.1,DTDC,0.921,8
50772,WH_012,Delhi,55.7,3.38,DTDC,0.864,6.2
50773,WH_011,Meerut,110.1,2.87,BlueDart,0.841,4.7
50774,WH_017,Thane,212,1.04,IndiaPost,0.81,15.1
50775,WH_016,Vadodara,107.3,1.82,XpressBees,0.838,15.6
50776,WH_004,Pimpri-Chinchwad,519,1.1,DTDC,0.866,14.8
50777,WH_019,Thane,60.5,3.22,Shadowfax,0.858,8.1
50778,WH_013,Rajkot,78.4,3.29,IndiaPost,0.821,12.6
50779,WH_005,Allahabad,13.8,1.7,Shadowfax,0.851,6.5
50780,WH_008,Surat,552.4,3.52,BlueDart,0.929,33.4
50781,WH_011,Varanasi,414.3,3.87,XpressBees,0.91,23.1
50782,WH_005,Madurai,23.7,1.25,EcomExpress,0.843,4.6
50783,WH_007,Hyderabad,268.2,3.11,EcomExpress,0.897,9.8
50784,WH_012,Indore,51.4,2.98,IndiaPost,0.818,5.2
50785,WH_007,Ranchi,53.3,1.37,IndiaPost,0.868,21
50786,WH_020,Chandigarh,168.4,2.24,BlueDart,0.978,18.7
50787,WH_018,Bengaluru,118.5,3.8,DTDC,0.88,14.7
50788,WH_012,Jaipur,55.5,3.65,XpressBees,0.91,6.3
50789,WH_001,Delhi,74.9,3.28,Shadowfax,0.821,6
50790,WH_016,Pune,496.6,1.35,EcomExpress,0.889,18.2
50791,WH_003,Vijayawada,212.4,3.3,AmazonLogistics,0.828,11.1
50792,WH_018,Varanasi,90.6,1.89,BlueDart,0.821,28.8
50793,WH_015,Nashik,35,1.23,Shadowfax,0.828,4.4
50794,WH_004,Ludhiana,168.2,2.53,IndiaPost,0.836,11.2
50795,WH_018,Amritsar,86.3,2.85,DTDC,0.926,15.6
50796,WH_017,Bengaluru,90.2,3.89,AmazonLogistics,0.969,3.9
50797,WH_006,Raipur,339.2,2.16,DTDC,0.786,17.8
50798,WH_019,Hyderabad,418.8,3.16,Delhivery,0.793,11.7
50799,WH_009,Nashik,139.8,1.54,AmazonLogistics,0.809,12.8
50800,WH_017,Bengaluru,6.8,1.56,IndiaPost,0.745,0.6
50801,WH_020,Raipur,106,2.22,DTDC,0.868,23.5
50802,WH_020,Srinagar,453,2.87,Shadowfax,0.933,19
50803,WH_017,Patna,130.3,3.1,IndiaPost,0.915,7.9
50804,WH_005,Bengaluru,290.1,3.5,BlueDart,0.878,17.4
50805,WH_019,Madurai,206.5,1.91,BlueDart,0.878,7.4
50806,WH_017,Surat,112.5,3.16,AmazonLogistics,0.808,7.8
50807,WH_004,Mumbai,36.6,2.33,IndiaPost,0.969,6
