transport_id,warehouse_id,city,distance_km,fuel_cost_per_km_inr,courier_partner,courier_on_time_rate,estimated_transit_hours
4531,WH_007,Vadodara,91.3,3.15,Delhivery,0.901,47.1
4532,WH_009,Howrah,296.3,2.92,BlueDart,0.956,9.2
4533,WH_019,Madurai,91.7,2.22,XpressBees,0.911,8.9
4534,WH_002,Chandigarh,165.3,2.07,BlueDart,0.772,12.3
4535,WH_006,Gwalior,216.8,1.5,EcomExpress,0.911,18.3
4536,WH_009,Nagpur,217.7,3.72,IndiaPost,0.892,9.7
4537,WH_018,Chandigarh,152,1.43,XpressBees,0.791,6.2
4538,WH_015,Aligarh,144.7,1.62,EcomExpress,0.838,29
4539,WH_001,Moradabad,92.6,1.15,Shadowfax,0.802,11.4
4540,WH_019,Coimbatore,91.1,2.48,XpressBees,0.856,10.8
4541,WH_016,Dhanbad,63.1,2.58,XpressBees,0.862,8.6
4542,WH_020,Patna,155.3,2.22,XpressBees,0.845,10.6
4543,WH_019,Bhubaneswar,118.3,2.87,XpressBees,0.912,13.7
4544,WH_008,Patna,210.7,3.52,Delhivery,0.891,5.8
4545,WH_018,Howrah,52,3.74,DTDC,0.944,13.2
4546,WH_019,Meerut,310.3,3.76,XpressBees,0.824,10.1
4547,WH_005,Indore,43.1,1.25,Shadowfax,0.904,5.9
4548,WH_005,Moradabad,43.7,1.4,XpressBees,0.833,5.4
4549,WH_019,Coimbatore,230.9,2.89,Delhivery,0.951,11.1
4550,WH_002,Varanasi,36.7,2.19,EcomExpress,0.795,5.6
4551,WH_006,Vijayawada,220.4,1.89,DTDC,0.88,10.3
4552,WH_004,Hyderabad,254.6,1.05,IndiaPost,0.898,9.6
4553,WH_020,Agra,273.9,1.91,Delhivery,0.824,8.4
4554,WH_011,Lucknow,112.8,2.35,DTDC,0.929,31.2
4555,WH_001,Vasai-Virar,118.3,0.94,XpressBees,0.871,5.1
4556,WH_007,Thane,86.4,3.45,IndiaPost,0.838,26.6
4557,WH_008,Meerut,208.2,2.77,BlueDart,0.938,25.6
4558,WH_017,Kalyan-Dombivli,277.7,1.23,AmazonLogistics,0.867,18.9
4559,WH_005,Gurugram,321.4,3.72,IndiaPost,0.827,27.5
4560,WH_010,Moradabad,70,2.77,IndiaPost,0.855,8.7
4561,WH_010,Varanasi,167.2,1.22,IndiaPost,0.859,14.1
4562,WH_010,Jodhpur,103.9,2.03,IndiaPost,0.83,28
4563,WH_006,Vijayawada,93.5,1.06,AmazonLogistics,0.92,22.2
4564,WH_014,Ranchi,90,3.49,BlueDart,0.782,37.8
4565,WH_015,Patna,48.2,2.69,IndiaPost,0.939,12.6
4566,WH_018,Ranchi,68.5,2.85,IndiaPost,0.795,16.3
4567,WH_008,Bengaluru,45.1,3.42,Shadowfax,0.877,10
4568,WH_018,Surat,166.8,3.09,Delhivery,0.831,8.4
4569,WH_011,Meerut,107.9,3.67,XpressBees,0.894,9
4570,WH_002,Varanasi,94.7,3.38,XpressBees,0.802,17.9
4571,WH_006,Jabalpur,374.7,2.57,Shadowfax,0.835,14.6
4572,WH_012,Ahmedabad,98.1,3.01,AmazonLogistics,0.824,16.3
4573,WH_016,Ranchi,79.6,0.93,XpressBees,0.779,27.9
4574,WH_020,Bhiwandi,272.9,2.98,Delhivery,0.902,35.5
4575,WH_009,Visakhapatnam,167,1.78,IndiaPost,0.861,4.8
4576,WH_009,Allahabad,110.1,2.47,Shadowfax,0.844,9.1
4577,WH_015,Indore,98.7,1.05,EcomExpress,0.84,3.2
4578,WH_009,Nagpur,338,2.51,AmazonLogistics,0.895,17.2
4579,WH_004,Pune,30.4,1.86,Shadowfax,0.99,19.3
4580,WH_006,Agra,148.1,2.44,IndiaPost,0.841,12.2
4581,WH_001,Patna,39.2,2.51,AmazonLogistics,0.861,8
4582,WH_019,Howrah,189.2,1.02,Delhivery,0.9,7.3
4583,WH_005,Rajkot,102.9,1.32,IndiaPost,0.768,10.3
4584,WH_006,Raipur,76.4,1.32,Delhivery,0.805,4.8
4585,WH_008,Bhopal,439.2,0.92,EcomExpress,0.83,18.2
4586,WH_012,Aligarh,112,1.46,IndiaPost,0.812,18.5
4587,WH_002,Vasai-Virar,138.6,2.09,Delhivery,0.917,7.8
4588,WH_008,Mangalore,185.8,1.25,XpressBees,0.789,10.6
4589,WH_011,Hyderabad,429.7,1.26,AmazonLogistics,0.862,11.4
4590,WH_011,Amritsar,125.4,1.6,Shadowfax,0.99,10
4591,WH_018,Allahabad,156,2.71,Delhivery,0.931,8
4592,WH_004,Lucknow,170.2,3.13,AmazonLogistics,0.969,6.4
4593,WH_017,Surat,195.2,2.4,IndiaPost,0.955,8
4594,WH_007,Allahabad,175.4,2.24,AmazonLogistics,0.901,22.2
4595,WH_011,Nagpur,57.7,0.92,IndiaPost,0.879,3.9
4596,WH_007,Bhopal,25.2,1.89,Shadowfax,0.96,11.1
4597,WH_007,Gurugram,80,1.64,IndiaPost,0.922,5.6
4598,WH_006,Raipur,142.2,3.2,AmazonLogistics,0.965,5.9
4599,WH_014,Mumbai,41.6,1.72,AmazonLogistics,0.84,17.8
4600,WH_009,Mangalore,147.1,2.17,DTDC,0.764,7.2
4601,WH_012,Ghaziabad,77.7,2.18,Delhivery,0.767,9.5
4602,WH_002,Vijayawada,13.4,2.25,XpressBees,0.924,10
4603,WH_011,Gwalior,35.8,2.32,Delhivery,0.945,18.3
4604,WH_015,Raipur,126.9,3.87,BlueDart,0.86,5.1
4605,WH_017,Meerut,132.1,2.04,AmazonLogistics,0.866,25.8
4606,WH_015,Pune,233.5,3.36,BlueDart,0.896,13.3
4607,WH_003,Faridabad,26.7,1.77,IndiaPost,0.84,3.8
4608,WH_012,Srinagar,128.7,3.71,Shadowfax,0.942,4.4
4609,WH_006,Rajkot,188.2,3.66,XpressBees,0.881,39.8
4610,WH_001,Mangalore,271.8,2.04,BlueDart,0.806,8.9
4611,WH_016,Visakhapatnam,45.7,2.37,Delhivery,0.92,12.9
4612,WH_014,Gurugram,241.5,1.18,AmazonLogistics,0.863,10.1
4613,WH_009,Allahabad,344.4,1.48,BlueDart,0.873,16
4614,WH_011,Coimbatore,74.5,2.13,IndiaPost,0.836,26
4615,WH_004,Surat,5,3.72,DTDC,0.856,4.4
4616,WH_011,Mangalore,76.1,2.16,AmazonLogistics,0.973,5.1
4617,WH_002,Raipur,231.2,2.65,BlueDart,0.935,18.1
4618,WH_001,Delhi,256.7,1.15,DTDC,0.848,31.5
4619,WH_009,Kanpur,211,1.8,AmazonLogistics,0.854,7.6
4620,WH_011,Vijayawada,245.5,2.17,BlueDart,0.798,8.9
4621,WH_013,Amritsar,252.5,1.18,EcomExpress,0.927,7.7
4622,WH_016,Bhopal,232.8,3.81,Delhivery,0.787,17.5
4623,WH_014,Amritsar,81.3,1.32,IndiaPost,0.897,11.2
4624,WH_007,Rajkot,187.8,2.76,Delhivery,0.823,22.4
4625,WH_003,Vasai-Virar,166.1,1.69,AmazonLogistics,0.936,8
4626,WH_013,Thane,442.1,3.55,Shadowfax,0.962,15.6
4627,WH_018,Moradabad,325.1,3.66,DTDC,0.979,14.6
4628,WH_013,Bhopal,299.6,3,AmazonLogistics,0.935,11
4629,WH_012,Vadodara,181,2.4,BlueDart,0.883,7.6
4630,WH_019,Amritsar,60.1,3.19,BlueDart,0.898,2.2
4631,WH_006,Aligarh,84.3,3.25,EcomExpress,0.8,3.4
4632,WH_013,Bhiwandi,80.6,2.31,AmazonLogistics,0.911,8
4633,WH_011,Nagpur,400.8,1.94,Shadowfax,0.94,14.2
4634,WH_011,Chandigarh,136.4,3.06,AmazonLogistics,0.934,5.8
4635,WH_001,Dhanbad,211.4,3.11,Shadowfax,0.795,10
4636,WH_019,Rajkot,132.5,3.64,Shadowfax,0.962,20.9
4637,WH_008,Amritsar,141.8,1.49,Shadowfax,0.819,11
4638,WH_013,Chennai,334.8,1.5,BlueDart,0.791,13.1
4639,WH_005,Jaipur,207.9,3.22,DTDC,0.848,20.8
4640,WH_009,Lucknow,174.7,2.36,EcomExpress,0.972,8.9
4641,WH_002,Visakhapatnam,67.9,1.53,Shadowfax,0.861,12.5
4642,WH_014,Kolkata,170.6,1.43,XpressBees,0.876,23.5
4643,WH_019,Bhiwandi,110.2,3.88,AmazonLogistics,0.99,5
4644,WH_019,Chennai,139,1.82,EcomExpress,0.773,8.4
4645,WH_004,Hyderabad,265.8,3.42,XpressBees,0.826,10.6
4646,WH_013,Kalyan-Dombivli,70.1,3.38,DTDC,0.906,7.5
4647,WH_003,Lucknow,91.7,0.97,BlueDart,0.858,3.6
4648,WH_005,Bengaluru,146.4,3.85,DTDC,0.827,3.8
4649,WH_001,Aligarh,366.3,2.44,IndiaPost,0.913,9.6
4650,WH_003,Faridabad,197,3.76,XpressBees,0.903,5.8
4651,WH_020,Jabalpur,20.7,1.65,IndiaPost,0.942,2.3
4652,WH_007,Kanpur,15.9,0.99,DTDC,0.959,13.9
4653,WH_004,Ghaziabad,327.6,3.15,Delhivery,0.911,12.3
4654,WH_017,Mumbai,29.9,3.71,Shadowfax,0.947,16.9
4655,WH_014,Pimpri-Chinchwad,100.6,2.47,AmazonLogistics,0.847,12.5
4656,WH_008,Gwalior,364.4,3.18,IndiaPost,0.94,11.4
4657,WH_003,Jabalpur,315,2.14,AmazonLogistics,0.929,18.3
4658,WH_012,Nashik,221.5,2,IndiaPost,0.772,37.8
4659,WH_001,Gurugram,536.7,2.38,DTDC,0.826,17.5
4660,WH_005,Vadodara,238.2,1.53,AmazonLogistics,0.894,20.4
4661,WH_001,Rajkot,241.7,2.49,Shadowfax,0.891,7.2
4662,WH_015,Bhubaneswar,169.2,2.32,AmazonLogistics,0.984,5.3
4663,WH_011,Amritsar,264.7,2.76,XpressBees,0.777,6.8
4664,WH_015,Pune,187.6,3.37,IndiaPost,0.881,7.6
4665,WH_003,Ghaziabad,96.3,1.74,XpressBees,0.871,6.2
4666,WH_001,Coimbatore,114.5,3.07,Delhivery,0.832,5.7
4667,WH_011,Surat,179,2.82,DTDC,0.99,11.3
4668,WH_004,Ludhiana,55.6,1.4,Delhivery,0.849,3
4669,WH_003,Coimbatore,101.3,2.64,AmazonLogistics,0.873,18.8
4670,WH_005,Kanpur,149.9,3.89,Shadowfax,0.864,13.1
4671,WH_017,Chennai,73.6,2.62,BlueDart,0.83,6.5
4672,WH_008,Thane,59.8,3.12,DTDC,0.786,12.9
4673,WH_011,Raipur,34.2,3.7,AmazonLogistics,0.985,4.3
4674,WH_005,Howrah,64.3,3.45,IndiaPost,0.885,7.5
4675,WH_014,Bhopal,44.6,1.52,Shadowfax,0.802,13.7
4676,WH_012,Agra,105.9,2.67,EcomExpress,0.864,3.4
4677,WH_018,Nashik,11.6,1.91,Shadowfax,0.859,20.7
4678,WH_019,Madurai,7.3,3.4,BlueDart,0.99,2.5
4679,WH_001,Bhopal,302.5,3.78,AmazonLogistics,0.871,15.6
4680,WH_014,Dhanbad,11.8,3.88,Delhivery,0.943,12.2
4681,WH_013,Delhi,207.2,2.94,Delhivery,0.787,13.5
4682,WH_017,Nashik,187.1,3.78,AmazonLogistics,0.81,7.5
4683,WH_007,Hyderabad,112.1,3.39,IndiaPost,0.86,55.3
4684,WH_005,Srinagar,95.1,2.52,BlueDart,0.949,7.5
4685,WH_015,Dhanbad,53.1,1.99,Shadowfax,0.843,9.6
4686,WH_019,Amritsar,80.3,3.66,BlueDart,0.902,10.3
4687,WH_019,Faridabad,105.1,1.48,DTDC,0.957,3
4688,WH_014,Mangalore,195.2,2.36,Shadowfax,0.844,5.4
4689,WH_001,Ludhiana,207.6,1.74,AmazonLogistics,0.876,12.2
4690,WH_013,Hyderabad,82.5,1.33,Delhivery,0.748,7.8
4691,WH_012,Chandigarh,157.9,1.93,BlueDart,0.96,25.2
4692,WH_009,Bhubaneswar,61.2,1.87,Shadowfax,0.883,7
4693,WH_020,Bhubaneswar,175,2.81,DTDC,0.877,11.6
4694,WH_011,Bhopal,162.2,1.69,EcomExpress,0.848,4.2
4695,WH_001,Lucknow,338.3,2.11,Delhivery,0.901,15
4696,WH_020,Lucknow,178.7,2.21,DTDC,0.952,11.4
4697,WH_007,Kolkata,54.5,1.8,EcomExpress,0.82,10.5
4698,WH_004,Varanasi,76.4,1.52,XpressBees,0.738,9.1
4699,WH_018,Chennai,205.6,3.57,IndiaPost,0.823,30.1
4700,WH_001,Chennai,180.5,2.38,AmazonLogistics,0.885,13.6
4701,WH_013,Raipur,234,1.96,DTDC,0.89,11.6
4702,WH_009,Indore,169.1,1.42,AmazonLogistics,0.917,14.2
4703,WH_010,Madurai,79.6,3.12,DTDC,0.885,26.6
4704,WH_002,Madurai,208.5,3.6,EcomExpress,0.887,8.3
4705,WH_001,Srinagar,13.1,1.91,BlueDart,0.887,1.1
4706,WH_016,Pune,201.3,1.86,EcomExpress,0.858,9.6
4707,WH_010,Kanpur,175.7,2.77,Delhivery,0.876,10.2
4708,WH_009,Ludhiana,110.2,3.68,XpressBees,0.926,3.5
4709,WH_019,Mumbai,152.1,1.8,Delhivery,0.854,4.9
4710,WH_015,Amritsar,63.9,2.68,AmazonLogistics,0.84,2.5
4711,WH_003,Kalyan-Dombivli,224.9,2.1,XpressBees,0.99,22
4712,WH_016,Mumbai,72.7,3.18,XpressBees,0.778,21.5
4713,WH_003,Vasai-Virar,555.6,2.74,Shadowfax,0.933,16.2
4714,WH_014,Kalyan-Dombivli,294,3.34,IndiaPost,0.837,42.1
4715,WH_016,Jabalpur,327.8,1.5,EcomExpress,0.978,9.1
4716,WH_006,Allahabad,96.2,3.13,Shadowfax,0.812,13.7
4717,WH_008,Kanpur,184.6,2.55,IndiaPost,0.889,6.8
4718,WH_012,Bengaluru,55.4,1.81,EcomExpress,0.899,1.8
4719,WH_017,Meerut,256.6,3.83,XpressBees,0.947,16.6
4720,WH_010,Moradabad,144.4,3.69,Delhivery,0.879,5
4721,WH_005,Ludhiana,38.2,3.88,Shadowfax,0.897,4.9
4722,WH_017,Allahabad,78.7,2.18,Delhivery,0.827,11.6
4723,WH_014,Raipur,77.3,1.81,Shadowfax,0.957,6.4
4724,WH_013,Delhi,120.1,1.74,BlueDart,0.849,4
4725,WH_006,Moradabad,452.8,1.49,BlueDart,0.891,35.1
4726,WH_018,Gwalior,27.9,2.93,IndiaPost,0.881,4
4727,WH_008,Pimpri-Chinchwad,331.1,3.12,DTDC,0.793,10.9
4728,WH_020,Thane,133.5,2.89,Shadowfax,0.842,16.7
4729,WH_016,Ghaziabad,216.4,1.02,EcomExpress,0.828,6.4
4730,WH_012,Bengaluru,130.8,3.42,BlueDart,0.865,5.3
4731,WH_010,Hyderabad,75.9,2.51,BlueDart,0.958,11.3
4732,WH_013,Thane,211.5,1.38,Shadowfax,0.849,7.4
4733,WH_019,Dhanbad,143.3,1.35,EcomExpress,0.968,12.1
4734,WH_011,Agra,138.3,2.62,BlueDart,0.831,4.7
4735,WH_018,Gurugram,52.8,1.86,XpressBees,0.925,7.5
4736,WH_012,Jodhpur,24.6,1.3,BlueDart,0.851,0.8
4737,WH_001,Jaipur,227.9,3.32,BlueDart,0.89,17.7
4738,WH_001,Ranchi,211.4,2.47,Shadowfax,0.921,11
4739,WH_013,Kolkata,189.6,1.3,Shadowfax,0.91,29.1
4740,WH_016,Pimpri-Chinchwad,244.6,3.73,Delhivery,0.951,10.3
4741,WH_005,Visakhapatnam,101.1,3.5,IndiaPost,0.979,10.8
4742,WH_005,Moradabad,164.2,1.11,XpressBees,0.921,20
4743,WH_019,Aligarh,143.8,1.84,AmazonLogistics,0.829,23.7
4744,WH_006,Vasai-Virar,65.9,3.56,IndiaPost,0.848,7.9
4745,WH_009,Visakhapatnam,172.2,1.12,Delhivery,0.873,9.2
4746,WH_010,Delhi,54.9,2.33,Delhivery,0.91,1.8
4747,WH_019,Indore,139.4,1.74,AmazonLogistics,0.818,7
4748,WH_001,Rajkot,17.1,1.97,IndiaPost,0.871,3.8
4749,WH_019,Ghaziabad,241.4,2.39,AmazonLogistics,0.724,10.4
4750,WH_012,Chennai,87.7,1.87,DTDC,0.794,3.3
4751,WH_017,Ranchi,8.3,1.97,Shadowfax,0.786,3.9
4752,WH_006,Chandigarh,38.4,1.12,AmazonLogistics,0.88,8.9
4753,WH_003,Mumbai,86.1,2.1,AmazonLogistics,0.798,43.7
4754,WH_006,Chandigarh,60.9,1.44,EcomExpress,0.934,6.9
4755,WH_012,Meerut,196.5,2.96,IndiaPost,0.882,20.6
4756,WH_020,Ludhiana,210.9,3.61,AmazonLogistics,0.96,9.2
4757,WH_008,Jabalpur,305.8,3.03,IndiaPost,0.852,21.3
4758,WH_008,Kolkata,321.8,3.4,XpressBees,0.913,11.6
4759,WH_020,Pune,94.8,2.63,IndiaPost,0.874,5.1
4760,WH_015,Patna,39.3,1.1,Delhivery,0.865,6.3
4761,WH_018,Visakhapatnam,112.2,3.72,EcomExpress,0.835,7.7
4762,WH_020,Jaipur,46.1,3.01,AmazonLogistics,0.927,6.2
4763,WH_009,Amritsar,86.2,3.77,AmazonLogistics,0.941,8.2
4764,WH_010,Mangalore,49.1,2.11,EcomExpress,0.734,18.3
4765,WH_004,Vasai-Virar,55.5,1.16,AmazonLogistics,0.884,14.9
4766,WH_009,Surat,166.2,1.56,IndiaPost,0.99,14.6
4767,WH_018,Kanpur,14.4,2.32,EcomExpress,0.921,13.2
4768,WH_008,Visakhapatnam,104.9,3.75,AmazonLogistics,0.88,13.5
4769,WH_011,Bhubaneswar,53.8,2.78,Delhivery,0.764,1.4
4770,WH_006,Vasai-Virar,56.1,3.36,Shadowfax,0.863,8.6
4771,WH_011,Pimpri-Chinchwad,141,2.03,XpressBees,0.875,18.3
4772,WH_018,Ghaziabad,249.3,1.5,DTDC,0.891,35.2
4773,WH_006,Ranchi,17.4,2.73,AmazonLogistics,0.957,17.1
4774,WH_006,Indore,126.2,1.82,IndiaPost,0.924,7.7
4775,WH_001,Varanasi,245,1.29,AmazonLogistics,0.875,8.3
4776,WH_010,Bhiwandi,50.1,3.74,DTDC,0.896,5
4777,WH_004,Delhi,243.2,1.18,XpressBees,0.852,16.2
4778,WH_010,Madurai,12.8,1.08,XpressBees,0.885,5.8
4779,WH_004,Surat,41.3,2.31,XpressBees,0.85,3.6
4780,WH_010,Kalyan-Dombivli,263.2,2.89,EcomExpress,0.837,18.8
4781,WH_009,Bhiwandi,80.4,2.13,Delhivery,0.813,12.5
4782,WH_004,Delhi,211.9,3.32,AmazonLogistics,0.841,6.4
4783,WH_006,Thane,54.1,2.57,XpressBees,0.956,15.3
4784,WH_016,Vijayawada,183.5,1.29,BlueDart,0.822,9.8
4785,WH_015,Bhubaneswar,109.5,1.86,Delhivery,0.917,4.9
4786,WH_015,Thane,229.7,3.83,EcomExpress,0.893,46.4
4787,WH_013,Vijayawada,26.3,3.73,AmazonLogistics,0.93,11
4788,WH_013,Amritsar,64.5,2,DTDC,0.908,4.7
4789,WH_019,Kalyan-Dombivli,252.1,2.8,DTDC,0.782,10.5
4790,WH_007,Lucknow,43.9,1.6,BlueDart,0.9,1.4
4791,WH_020,Hyderabad,142.5,2.25,DTDC,0.865,18.9
4792,WH_002,Ludhiana,239.2,1.06,BlueDart,0.847,7.1
4793,WH_019,Bhopal,66.9,0.91,DTDC,0.883,3.5
4794,WH_008,Allahabad,180.3,1.66,DTDC,0.799,10.7
4795,WH_009,Meerut,88.1,2.19,Shadowfax,0.904,3.4
4796,WH_002,Kolkata,102,2.05,Delhivery,0.773,18.7
4797,WH_019,Visakhapatnam,101.8,2.53,EcomExpress,0.925,12.6
4798,WH_013,Ghaziabad,189.9,3.33,EcomExpress,0.874,7.6
4799,WH_002,Bhiwandi,89.3,1.07,IndiaPost,0.949,12.4
4800,WH_011,Bhopal,114.1,2.79,DTDC,0.844,20.2
4801,WH_010,Gurugram,131.6,2.11,AmazonLogistics,0.941,3.9
4802,WH_004,Patna,87.1,3.58,Shadowfax,0.901,18.7
4803,WH_014,Visakhapatnam,51.4,3.6,BlueDart,0.928,33.4
4804,WH_003,Ranchi,168.1,1.68,DTDC,0.99,5.6
4805,WH_020,Indore,447.8,2.09,XpressBees,0.907,15.4
4806,WH_002,Rajkot,73.4,1.77,EcomExpress,0.931,3.8
4807,WH_018,Coimbatore,58.1,2.98,IndiaPost,0.969,8.2
4808,WH_016,Gurugram,82,2.7,IndiaPost,0.871,7.6
4809,WH_011,Surat,201.3,2.99,Delhivery,0.906,8.5
4810,WH_017,Jabalpur,193.5,1.99,DTDC,0.91,7
4811,WH_019,Howrah,10.2,2.26,EcomExpress,0.943,22.8
4812,WH_002,Surat,336.9,1.51,XpressBees,0.842,14.6
4813,WH_007,Vasai-Virar,23.1,2.78,BlueDart,0.864,4.6
4814,WH_011,Gwalior,265.1,1.3,Shadowfax,0.819,25.6
4815,WH_013,Mumbai,107,1.92,Delhivery,0.923,3.1
4816,WH_010,Thane,40,2.47,EcomExpress,0.821,3.8
4817,WH_010,Srinagar,53.6,1.55,IndiaPost,0.845,13.1
4818,WH_016,Raipur,61.2,2.89,XpressBees,0.914,2.4
4819,WH_004,Gwalior,184.5,3.09,EcomExpress,0.785,5.6
4820,WH_010,Mumbai,197.6,2.22,BlueDart,0.9,5
4821,WH_018,Srinagar,166,1.37,Delhivery,0.947,4.2
4822,WH_009,Indore,37.9,3.53,DTDC,0.929,4.9
4823,WH_011,Agra,128.1,3.31,DTDC,0.865,24.6
4824,WH_003,Pune,144.2,1.76,BlueDart,0.899,8.6
4825,WH_011,Moradabad,92,0.95,Delhivery,0.835,12.3
4826,WH_017,Bengaluru,129.4,3.46,Shadowfax,0.757,6.3
4827,WH_010,Ranchi,215.4,3.27,Delhivery,0.883,6
4828,WH_006,Ghaziabad,32.8,3.33,XpressBees,0.856,0.9
4829,WH_005,Jabalpur,48.4,2.2,IndiaPost,0.934,12.2
4830,WH_009,Lucknow,135,1.63,IndiaPost,0.781,12.8
4831,WH_018,Bhopal,76.9,1.39,DTDC,0.94,5.7
4832,WH_015,Hyderabad,160.8,3.34,EcomExpress,0.783,6.8
4833,WH_020,Srinagar,126.6,1.7,AmazonLogistics,0.878,7.8
4834,WH_011,Raipur,403.6,2.45,EcomExpress,0.855,15.2
4835,WH_016,Pune,125.7,1.65,AmazonLogistics,0.879,3.7
4836,WH_003,Pimpri-Chinchwad,101.5,1.34,AmazonLogistics,0.843,3.4
4837,WH_015,Dhanbad,103.3,2.04,Delhivery,0.871,8.5
4838,WH_008,Meerut,125.6,1.41,XpressBees,0.888,11.4
4839,WH_007,Visakhapatnam,152.9,2.24,Shadowfax,0.818,4
4840,WH_007,Delhi,57.3,3.46,AmazonLogistics,0.79,13.8
4841,WH_012,Jabalpur,76.4,3.11,EcomExpress,0.889,2.8
4842,WH_019,Delhi,194.8,3.79,IndiaPost,0.803,37.7
4843,WH_004,Raipur,250.6,1.86,XpressBees,0.891,16.4
4844,WH_020,Indore,125.2,3.31,BlueDart,0.846,6.3
4845,WH_009,Jodhpur,234.1,1.76,Shadowfax,0.792,17.8
4846,WH_002,Gwalior,83.1,2.62,EcomExpress,0.871,5.8
4847,WH_009,Vasai-Virar,219.3,2.02,XpressBees,0.832,11.3
4848,WH_010,Ranchi,64.4,2.5,Delhivery,0.949,3.4
4849,WH_019,Chennai,254.9,2.88,IndiaPost,0.878,18.2
4850,WH_016,Kolkata,169.3,1.19,Delhivery,0.948,7
4851,WH_012,Hyderabad,408.8,3.19,BlueDart,0.812,32.5
4852,WH_007,Raipur,26,1.37,DTDC,0.97,2.6
4853,WH_017,Amritsar,419.1,1.06,EcomExpress,0.842,17
4854,WH_010,Amritsar,42.3,1.75,Shadowfax,0.907,5.3
4855,WH_018,Surat,132.1,2.4,AmazonLogistics,0.837,23.4
4856,WH_011,Jabalpur,175.5,2.01,Shadowfax,0.941,7
4857,WH_008,Visakhapatnam,110.6,1.35,XpressBees,0.833,12.5
4858,WH_002,Vijayawada,14.8,2.2,Shadowfax,0.835,2.6
4859,WH_006,Srinagar,128.5,3.1,IndiaPost,0.934,12.3
4860,WH_002,Kanpur,41.7,1.29,BlueDart,0.919,7.1
4861,WH_015,Vijayawada,83.4,1.72,XpressBees,0.955,19.2
4862,WH_008,Gurugram,70.3,1.29,BlueDart,0.851,11.9
4863,WH_002,Hyderabad,218.5,3.02,EcomExpress,0.915,23.3
4864,WH_015,Delhi,65.6,1.2,DTDC,0.903,5.4
4865,WH_009,Coimbatore,236.7,3.84,Delhivery,0.859,8.1
4866,WH_004,Aligarh,22.6,2.32,BlueDart,0.923,1.5
4867,WH_011,Kolkata,135.4,1.3,XpressBees,0.913,10.8
4868,WH_003,Hyderabad,120.7,3.12,AmazonLogistics,0.904,5
4869,WH_004,Faridabad,142.3,1.76,DTDC,0.832,4.3
4870,WH_004,Varanasi,53.4,3.86,Delhivery,0.831,2.3
4871,WH_010,Chennai,142.6,1.69,EcomExpress,0.777,4.9
4872,WH_013,Kalyan-Dombivli,79.7,1.72,Delhivery,0.99,3.8
4873,WH_015,Vasai-Virar,58.6,2.47,EcomExpress,0.907,39.4
4874,WH_016,Visakhapatnam,114.8,3.64,DTDC,0.817,6.5
4875,WH_018,Rajkot,54,1.9,AmazonLogistics,0.743,4.2
4876,WH_020,Meerut,169.5,3.51,Shadowfax,0.849,10.4
4877,WH_003,Pune,39,1.11,Shadowfax,0.848,15
4878,WH_016,Vijayawada,91.7,1.53,IndiaPost,0.778,5.2
4879,WH_007,Faridabad,247.3,3.67,BlueDart,0.968,21.4
4880,WH_016,Raipur,84.5,2.78,BlueDart,0.928,30.6
4881,WH_018,Thane,69.2,2.56,BlueDart,0.957,14.9
4882,WH_016,Agra,31.5,3.44,Shadowfax,0.821,9.5
4883,WH_001,Madurai,101.3,2.72,XpressBees,0.87,4.6
4884,WH_020,Nagpur,203.6,1.57,Delhivery,0.989,10.9
4885,WH_018,Thane,325.7,3.09,Shadowfax,0.946,17.6
4886,WH_001,Howrah,44.1,2.57,Delhivery,0.879,2
4887,WH_015,Allahabad,60.3,2.29,IndiaPost,0.903,2
4888,WH_014,Kanpur,37.9,3.65,DTDC,0.862,3.7
4889,WH_010,Vijayawada,182.1,1.68,IndiaPost,0.93,8.4
4890,WH_015,Dhanbad,107.5,2.95,Delhivery,0.963,3.9
4891,WH_016,Vasai-Virar,37.5,3.72,EcomExpress,0.814,16
4892,WH_011,Mumbai,65.8,3.83,XpressBees,0.938,25
4893,WH_019,Bhiwandi,57.5,2.85,XpressBees,0.871,2.5
4894,WH_001,Gwalior,18.2,3.55,XpressBees,0.83,9.9
4895,WH_005,Kalyan-Dombivli,160.8,2.62,AmazonLogistics,0.902,11.4
4896,WH_020,Coimbatore,209.2,1.07,AmazonLogistics,0.893,6.3
4897,WH_008,Moradabad,327.3,1.25,DTDC,0.946,32.5
4898,WH_003,Dhanbad,288.7,1.4,DTDC,0.981,11.3
4899,WH_001,Patna,261.3,0.95,AmazonLogistics,0.867,7.4
4900,WH_013,Delhi,173.5,1.69,BlueDart,0.818,8.1
4901,WH_008,Hyderabad,311.4,1.9,IndiaPost,0.849,13.1
4902,WH_015,Jodhpur,266.2,2.27,BlueDart,0.923,23.1
4903,WH_012,Moradabad,212.3,3.87,Delhivery,0.907,5.9
4904,WH_002,Gurugram,224.9,3.28,BlueDart,0.769,15.6
4905,WH_010,Vasai-Virar,195.8,2.35,BlueDart,0.889,26.2
4906,WH_001,Aligarh,73.5,2.95,Delhivery,0.887,19.4
4907,WH_008,Agra,159.4,1.54,AmazonLogistics,0.816,6.4
4908,WH_010,Vasai-Virar,128,3.59,IndiaPost,0.858,9.1
4909,WH_008,Visakhapatnam,59.1,1.24,EcomExpress,0.712,5
4910,WH_020,Allahabad,92.1,1.45,EcomExpress,0.957,6.1
