op_id,warehouse_id,date,avg_processing_time_hours,storage_cost_per_pallet_inr,workforce_available,shifts
5039,WH_006,8/19/2023,8,267.93,250,2
5040,WH_005,11/26/2024,4.42,125.31,336,2
5041,WH_005,1/5/2025,7.23,137.16,388,2
5042,WH_007,7/31/2023,4.71,174.31,367,2
5043,WH_019,1/13/2024,8.64,124.44,250,2
5044,WH_008,8/10/2024,9.14,87.36,233,2
5045,WH_007,2/5/2025,6.7,498.83,335,3
5046,WH_019,2/17/2025,8.27,443.03,122,2
5047,WH_018,5/13/2024,7.08,294.77,55,3
5048,WH_016,9/16/2025,4.24,377.81,82,2
5049,WH_015,12/6/2024,6.18,455.2,138,3
5050,WH_018,9/14/2023,6.46,202.13,132,2
5051,WH_013,4/29/2025,3.67,75.92,152,2
5052,WH_007,9/12/2025,2.49,344.31,357,1
5053,WH_019,7/10/2023,4.81,220.3,323,2
5054,WH_011,1/5/2023,7.18,394.86,363,2
5055,WH_010,5/13/2025,4.22,273.04,295,2
5056,WH_008,4/15/2023,5.91,267.02,305,3
5057,WH_003,8/9/2024,4.98,78.34,218,1
5058,WH_018,9/5/2023,2.5,184.04,348,1
5059,WH_016,2/14/2024,6.87,292.69,33,3
5060,WH_004,5/16/2025,6.97,251.78,217,2
5061,WH_007,9/3/2025,7.8,137.42,239,3
5062,WH_004,5/4/2023,3.34,462.91,397,1
5063,WH_018,7/3/2024,5.76,435.88,138,2
5064,WH_016,2/18/2025,7.95,304.79,117,2
5065,WH_011,12/26/2024,4.56,353.1,382,2
5066,WH_013,5/26/2023,2.87,109.5,57,2
5067,WH_009,2/7/2025,6.78,368.58,343,2
5068,WH_002,10/31/2024,5.95,332.79,297,2
5069,WH_009,7/11/2023,6.88,153.79,62,2
5070,WH_015,8/7/2025,8.27,272.34,75,2
5071,WH_013,8/16/2025,5.88,148.26,194,2
5072,WH_016,12/24/2023,5.15,112.33,167,3
5073,WH_012,12/15/2024,7.57,222.03,65,3
5074,WH_007,2/18/2025,5.34,372.2,228,3
5075,WH_010,9/30/2025,9,290.86,182,2
5076,WH_012,10/28/2023,4.45,490.9,283,2
5077,WH_018,2/11/2023,4.3,162.53,164,2
5078,WH_018,7/8/2023,4.58,435.38,93,3
5079,WH_017,7/15/2024,4.7,261.97,147,2
5080,WH_019,9/19/2024,6.27,326.79,206,2
5081,WH_017,9/17/2024,10.05,175.68,213,2
5082,WH_009,1/28/2025,10.92,464.05,198,3
5083,WH_010,3/20/2023,8.59,195.52,23,2
5084,WH_010,12/27/2023,2.13,357.4,94,2
5085,WH_012,9/21/2023,3.32,407.27,291,2
5086,WH_004,10/17/2024,7.15,299.08,298,1
5087,WH_002,4/5/2024,6.99,431.34,336,2
5088,WH_013,4/4/2025,6.97,223.19,50,2
5089,WH_019,1/10/2023,3.52,418.44,198,3
5090,WH_004,3/14/2024,7.03,81.53,98,2
5091,WH_016,5/23/2025,7.13,345.44,67,2
5092,WH_014,8/15/2024,6.2,145.99,226,1
5093,WH_005,4/8/2023,8.51,409.19,288,1
5094,WH_007,1/14/2024,6.95,458.92,245,2
5095,WH_016,8/16/2023,6.58,180.04,120,3
5096,WH_015,7/6/2024,3.16,185.31,78,3
5097,WH_007,2/9/2024,2.57,445.98,193,2
5098,WH_002,9/12/2023,3.04,315.59,237,3
5099,WH_018,6/7/2024,8.78,345.44,127,3
5100,WH_007,8/17/2023,6.05,489.71,124,2
5101,WH_007,12/17/2023,8.32,126.14,324,2
5102,WH_014,9/21/2025,8.51,311.64,304,2
5103,WH_006,11/25/2024,3.67,452,281,3
5104,WH_012,9/20/2024,9.93,392.61,244,2
5105,WH_002,3/6/2025,7.21,324.56,55,2
5106,WH_003,11/19/2024,5.67,122.61,216,3
5107,WH_001,2/18/2023,1.84,440.66,266,2
5108,WH_017,1/20/2025,3.82,156.64,51,2
5109,WH_004,12/9/2023,4.85,361.02,282,1
5110,WH_002,11/10/2023,7.45,179.09,70,2
5111,WH_009,2/12/2023,4.88,253.57,108,2
5112,WH_016,8/22/2024,4.1,355.94,88,3
5113,WH_001,6/6/2025,4.52,291.01,101,2
5114,WH_014,8/5/2023,4.01,206.16,170,3
5115,WH_012,7/15/2024,6.45,473.55,307,2
5116,WH_009,4/10/2025,2.03,406.5,52,2
5117,WH_019,1/6/2024,5.79,51.61,388,2
5118,WH_001,1/8/2024,6.91,416.49,21,2
5119,WH_013,7/22/2024,6.71,466.22,80,2
5120,WH_009,9/12/2025,5.39,498.73,125,3
5121,WH_013,1/6/2023,6.48,299.6,350,3
5122,WH_016,12/10/2023,4.74,327.8,308,3
5123,WH_020,7/30/2024,5.01,362.12,39,2
5124,WH_016,6/13/2024,6.19,57.44,92,2
5125,WH_018,4/6/2023,6.13,335.6,391,2
5126,WH_015,1/18/2025,9.33,106.99,309,2
5127,WH_011,8/25/2024,7.93,335.15,263,3
5128,WH_010,7/12/2024,6.11,76.39,60,1
5129,WH_006,11/13/2024,8.92,220.01,291,2
5130,WH_018,1/13/2024,5.49,472.83,164,2
5131,WH_006,9/24/2023,5.92,168.63,96,2
5132,WH_001,7/28/2024,2.77,134.87,384,2
5133,WH_005,7/29/2024,9.73,122.34,395,3
5134,WH_011,9/28/2024,7.01,493.52,101,2
5135,WH_008,1/30/2025,6.66,383.15,328,2
5136,WH_003,11/19/2023,8.5,163.16,53,2
5137,WH_020,1/11/2024,5.74,260.36,59,2
5138,WH_011,6/18/2023,5.58,252.63,302,2
5139,WH_002,1/23/2023,3.66,334.15,239,2
5140,WH_014,4/28/2023,6.91,404.5,109,2
5141,WH_011,9/21/2024,5.9,436.03,263,3
5142,WH_001,2/13/2025,7.58,287.1,163,2
5143,WH_002,1/14/2025,5.15,55.7,136,1
5144,WH_001,2/13/2023,8.22,301.31,249,3
5145,WH_004,7/1/2025,5.23,114.72,161,3
5146,WH_015,4/24/2024,4.76,73.32,64,2
5147,WH_002,8/21/2023,7.68,398.78,55,3
5148,WH_018,2/5/2024,4.39,267.15,380,3
5149,WH_009,3/24/2024,4.37,303.12,244,3
5150,WH_003,12/19/2024,8.79,446.63,396,3
5151,WH_002,11/21/2023,5.59,100.53,99,3
5152,WH_013,11/27/2024,6.51,163.75,142,1
5153,WH_005,12/7/2024,5.95,136.05,277,2
5154,WH_013,1/3/2025,2.36,320.25,225,2
5155,WH_017,11/18/2023,5.52,244.07,164,2
5156,WH_015,8/9/2025,7.44,86.53,192,3
5157,WH_016,4/5/2023,6.39,420.82,93,2
5158,WH_007,3/19/2023,4.12,487.22,255,2
5159,WH_019,4/2/2025,4.98,208.08,145,2
5160,WH_012,6/27/2023,8.26,276.75,77,3
5161,WH_018,12/21/2024,8.2,358.37,208,3
5162,WH_005,2/2/2025,6.73,246.25,377,2
5163,WH_007,10/6/2023,4.16,240.57,362,2
5164,WH_018,12/12/2023,6.24,433.28,42,2
5165,WH_002,7/11/2025,10.49,364.45,265,3
5166,WH_020,6/20/2025,8.74,203.2,249,3
5167,WH_014,4/1/2025,6.26,105.57,360,2
5168,WH_016,12/16/2024,6.68,348.44,174,3
5169,WH_012,6/27/2025,7.4,470.89,247,2
5170,WH_007,5/25/2024,3.53,263.48,195,3
5171,WH_005,5/2/2023,5.99,429.05,312,2
5172,WH_012,8/10/2025,7.89,317.8,377,2
5173,WH_016,10/31/2023,8.26,78.54,237,3
5174,WH_020,8/25/2023,5.42,147.05,386,2
5175,WH_005,7/12/2023,8.92,219.21,90,3
5176,WH_005,11/11/2024,4.72,72.82,116,2
5177,WH_015,9/4/2024,4.25,69.16,75,2
5178,WH_012,11/18/2023,5.1,179.93,207,2
5179,WH_020,5/19/2025,5.79,177.33,199,2
5180,WH_001,7/30/2024,6.1,313.65,235,2
5181,WH_004,2/6/2025,7.17,161.08,91,2
5182,WH_011,2/10/2025,6.97,427.41,159,2
5183,WH_019,3/1/2023,5.89,363.03,168,3
5184,WH_017,7/29/2023,3.93,358.84,59,2
5185,WH_006,8/27/2023,6.33,59.64,218,2
5186,WH_016,10/1/2023,9.5,104.83,276,2
5187,WH_015,2/22/2025,6.62,209.6,150,2
5188,WH_015,6/28/2024,7.84,118.86,271,3
5189,WH_003,9/16/2025,6.33,116.11,234,1
5190,WH_008,11/10/2023,6.79,407.12,340,2
5191,WH_017,11/20/2023,5.67,200.22,378,2
5192,WH_006,11/16/2023,6.61,127.95,259,2
5193,WH_008,3/23/2024,6.62,375.49,280,2
5194,WH_001,9/22/2025,3.92,288.49,211,2
5195,WH_017,3/14/2023,2.48,239.11,359,1
5196,WH_020,8/19/2023,5.99,386.52,222,3
5197,WH_010,3/24/2024,8.73,466.75,139,2
5198,WH_015,8/9/2023,6.98,268.67,338,2
5199,WH_005,5/6/2024,1.76,342.55,185,1
5200,WH_008,5/4/2024,6.38,225.72,125,1
5201,WH_016,3/5/2025,4.36,59.69,163,2
5202,WH_016,10/18/2023,3.54,296.31,273,2
5203,WH_009,7/19/2025,5.06,90.1,24,2
5204,WH_006,6/20/2023,2.08,133.57,345,2
5205,WH_011,12/22/2023,1.35,255.13,330,3
5206,WH_019,11/30/2023,5.02,437.2,127,2
5207,WH_003,7/6/2023,3.1,54.96,88,2
5208,WH_016,4/15/2024,8.4,351.54,329,2
5209,WH_009,5/16/2025,5.87,497.1,221,3
5210,WH_018,8/25/2025,7.46,213.14,330,2
5211,WH_012,2/25/2024,1,482.4,34,2
5212,WH_002,7/22/2023,5.34,120.47,148,3
5213,WH_003,6/15/2024,6.04,257.14,259,2
5214,WH_019,1/23/2023,3.01,417.7,103,3
5215,WH_004,6/26/2025,8.29,216.83,242,2
5216,WH_005,5/23/2024,2.81,188.96,365,2
5217,WH_019,10/11/2024,4.39,268.01,282,3
5218,WH_010,1/12/2023,3.81,416.54,299,2
5219,WH_018,3/10/2023,7.37,130.06,171,2
5220,WH_003,8/25/2024,5.69,395.01,303,2
5221,WH_004,1/6/2024,3.34,72.39,201,2
5222,WH_015,3/4/2023,3.07,326.66,79,2
5223,WH_009,8/19/2024,1.46,159.48,42,2
5224,WH_014,6/29/2024,6.77,420.41,140,1
5225,WH_014,5/20/2023,6.76,401.48,309,2
5226,WH_003,7/2/2025,4.52,466.03,76,2
5227,WH_011,4/10/2025,3.03,310.07,174,2
5228,WH_005,9/17/2023,5.81,208.1,224,3
5229,WH_002,8/22/2025,4.81,154.25,43,3
5230,WH_010,6/2/2024,7.01,188,34,1
5231,WH_007,3/12/2024,10,304.14,115,2
5232,WH_004,6/22/2024,4.88,374.79,157,1
5233,WH_020,8/17/2024,5.54,314.58,181,2
5234,WH_008,5/20/2025,6.47,92.11,24,2
5235,WH_015,1/19/2023,5.52,328.84,353,3
5236,WH_001,8/16/2024,3.86,381.22,397,2
5237,WH_019,8/7/2024,3.58,205.54,113,2
5238,WH_016,7/15/2025,6.24,280.15,114,2
5239,WH_004,6/16/2024,4.86,95.21,125,2
5240,WH_010,9/19/2025,7.1,390.72,86,3
5241,WH_001,9/7/2025,6.07,60.52,62,2
5242,WH_002,3/9/2024,6.74,487.44,308,2
5243,WH_019,4/7/2025,7.74,62.41,248,2
5244,WH_005,5/21/2025,7.7,418.82,237,2
5245,WH_008,7/7/2025,4.08,301.88,155,3
5246,WH_015,2/23/2025,6.99,475.64,93,3
5247,WH_019,12/1/2023,5.82,432.96,378,3
5248,WH_016,5/19/2024,3.73,146.38,176,2
5249,WH_018,1/1/2025,7.11,197.16,186,2
5250,WH_013,6/6/2024,4.16,280.37,42,3
5251,WH_009,6/14/2025,5.35,59.78,311,2
5252,WH_007,12/31/2023,5.85,149.79,313,2
5253,WH_012,12/31/2023,6.85,312.82,179,2
5254,WH_008,6/10/2023,6.22,323.2,133,2
5255,WH_018,2/2/2024,5.6,143.65,103,3
5256,WH_007,1/9/2025,6.75,183.68,143,2
5257,WH_014,8/14/2023,6.4,489.3,29,3
5258,WH_013,9/29/2023,5.74,370.04,168,1
5259,WH_019,12/19/2024,7.84,453.64,244,1
5260,WH_008,10/19/2024,8.02,99.75,162,3
5261,WH_007,6/17/2025,5.91,496.29,318,2
5262,WH_013,2/21/2025,4.67,175.32,128,2
5263,WH_006,7/30/2023,5.39,70.5,398,3
5264,WH_005,2/8/2023,5.29,71.97,257,2
5265,WH_001,7/31/2023,7.65,321.44,280,3
5266,WH_012,8/1/2024,6.54,90.43,83,2
5267,WH_020,1/4/2025,6.13,410.1,283,2
5268,WH_010,5/5/2025,5.11,313.33,154,3
5269,WH_007,4/16/2023,7.92,299.54,91,3
5270,WH_006,4/22/2024,7.8,250.42,174,2
5271,WH_019,8/26/2025,3.9,225.33,376,2
5272,WH_004,6/30/2025,7.56,103.92,157,3
5273,WH_005,9/9/2023,6.48,379.29,322,2
5274,WH_015,7/8/2025,8.05,499.2,345,3
5275,WH_001,6/24/2025,5.07,337.92,204,2
5276,WH_015,7/9/2024,8.05,389.5,176,2
5277,WH_015,3/19/2024,9.28,54.89,113,2
5278,WH_013,1/19/2023,2.97,58.76,227,2
5279,WH_012,8/21/2025,4.99,473.85,140,2
5280,WH_015,2/8/2025,6.32,473.88,129,2
5281,WH_015,7/20/2025,6.29,425.74,279,2
5282,WH_011,7/30/2025,4.15,342.61,390,2
5283,WH_005,4/24/2024,7.23,448.56,181,2
5284,WH_018,2/6/2023,5.08,394.68,349,3
5285,WH_012,5/31/2025,1.5,148.16,158,3
5286,WH_011,11/21/2023,3.68,144.97,175,3
5287,WH_010,4/11/2024,7.07,392.76,282,2
5288,WH_020,10/22/2024,10.37,435.11,128,1
5289,WH_010,2/14/2025,9.91,181.11,121,3
5290,WH_003,3/11/2023,5.18,359.73,158,3
5291,WH_011,3/15/2024,3.58,328.92,45,3
5292,WH_018,1/30/2024,1.61,78.53,100,3
5293,WH_019,1/30/2024,1.7,349.64,268,3
5294,WH_010,5/29/2024,8.7,143,151,3
5295,WH_020,8/26/2024,7.62,495.47,57,3
5296,WH_012,5/27/2023,1.3,105.17,140,2
5297,WH_016,12/25/2024,5.81,114.76,162,2
5298,WH_019,12/1/2024,5.69,222.17,376,3
5299,WH_011,6/26/2024,4.69,87.66,267,3
5300,WH_009,10/12/2023,4.74,182.11,122,3
5301,WH_009,7/30/2025,3.22,140.96,161,2
5302,WH_002,2/8/2024,3.2,115.89,186,2
5303,WH_006,6/29/2023,1.6,475,267,3
5304,WH_012,9/8/2024,4.02,260.28,363,2
5305,WH_012,6/22/2023,4.48,270.03,337,3
5306,WH_010,6/1/2023,7.58,468.59,179,2
5307,WH_003,4/11/2025,8.47,343,217,2
5308,WH_003,10/29/2024,9.91,66.14,375,2
5309,WH_006,9/29/2025,2.95,300.85,35,2
5310,WH_011,8/31/2023,9.37,431.32,354,3
5311,WH_018,2/7/2025,4.58,140.57,226,2
5312,WH_002,9/3/2023,6.18,402.11,52,2
5313,WH_011,1/29/2025,5.2,238.7,257,2
5314,WH_008,4/9/2024,3.61,369.56,222,2
5315,WH_007,11/7/2024,5.74,95.46,47,2
5316,WH_010,9/18/2023,7.66,63.19,327,1
5317,WH_004,8/20/2023,8.86,160.69,372,3
5318,WH_007,5/3/2024,8.82,277.37,337,3
5319,WH_006,9/22/2024,6.12,274.24,161,2
5320,WH_014,3/27/2024,7.42,470.82,86,3
5321,WH_006,10/1/2024,8.12,93.31,291,2
5322,WH_006,6/16/2023,7.8,463.95,184,3
5323,WH_015,3/24/2025,9.12,241.68,392,2
5324,WH_002,11/12/2024,5.88,100.06,41,2
5325,WH_005,6/27/2024,3.68,132.55,314,1
5326,WH_018,7/9/2023,5.99,435.18,208,3
5327,WH_009,5/4/2025,7.7,104.83,86,2
5328,WH_015,2/16/2024,7.7,393.14,89,2
5329,WH_008,12/24/2024,6.95,325.33,132,2
5330,WH_013,8/27/2025,2.61,244.65,110,2
5331,WH_014,1/30/2024,4.32,142.5,238,2
5332,WH_020,2/8/2023,1,256.52,25,2
5333,WH_009,11/10/2023,3.57,320.88,259,2
5334,WH_005,11/24/2024,7.28,179,158,2
5335,WH_005,2/2/2023,7.02,486.11,249,2
5336,WH_015,4/26/2024,1.67,207.93,140,3
5337,WH_017,11/23/2023,6.14,241.23,140,2
5338,WH_017,9/20/2023,7.48,407.38,274,2
5339,WH_018,7/5/2024,3.13,295.81,326,2
5340,WH_002,8/26/2025,1,332.43,235,2
5341,WH_009,2/23/2024,8.73,441.59,225,3
5342,WH_006,4/24/2025,4.44,224.71,382,2
5343,WH_002,1/3/2025,8.52,309.39,291,2
5344,WH_011,1/4/2024,6.44,401.31,170,3
5345,WH_011,10/7/2024,5.43,322.63,223,3
5346,WH_012,7/17/2024,8.81,386.58,150,2
5347,WH_004,1/14/2024,6.63,477.56,193,2
5348,WH_013,10/26/2024,4.35,421.55,374,1
5349,WH_013,5/18/2024,6.52,63.94,55,2
5350,WH_018,6/19/2024,10.04,121.95,91,2
5351,WH_016,4/11/2024,8.09,493.95,354,2
5352,WH_017,12/29/2023,8.62,250.52,37,2
5353,WH_005,4/17/2025,5.42,444.25,119,2
5354,WH_006,2/16/2023,4.69,459.69,269,3
5355,WH_018,2/16/2025,8.59,247.04,232,2
5356,WH_014,2/26/2025,8.14,247.7,354,2
5357,WH_008,8/3/2024,6.87,486.94,195,2
5358,WH_020,7/14/2024,7.55,296.27,270,3
5359,WH_016,6/26/2025,6.89,334.52,57,2
5360,WH_001,3/13/2024,6.27,312.73,31,2
5361,WH_020,5/14/2024,7.8,72.05,97,1
5362,WH_012,11/16/2024,7.58,178.65,45,2
5363,WH_006,4/13/2023,8.1,411.96,209,2
5364,WH_005,11/7/2023,4.51,407.22,396,3
5365,WH_015,1/2/2025,4.97,467.01,122,2
5366,WH_007,8/28/2024,9.48,413.04,59,3
5367,WH_001,6/7/2025,7.49,189.45,256,2
5368,WH_001,8/26/2025,7.42,391.13,124,2
5369,WH_002,9/18/2025,8.56,79.67,150,2
5370,WH_001,6/30/2023,4.08,439.93,149,2
5371,WH_011,5/24/2025,6.06,241.17,375,3
5372,WH_015,12/14/2023,8.2,228.9,309,2
5373,WH_005,3/28/2025,6.34,403.27,264,3
5374,WH_012,6/27/2025,5.39,118.64,322,2
5375,WH_004,8/25/2023,5.94,170.69,390,3
5376,WH_004,4/20/2023,3.48,189.49,94,2
5377,WH_014,7/2/2023,9.4,338.28,110,1
5378,WH_010,8/9/2025,8.1,125.31,165,2
5379,WH_006,9/4/2023,5.35,358.41,76,1
5380,WH_012,3/22/2024,5.94,402.88,323,2
5381,WH_017,4/7/2023,3.68,388.34,365,2
5382,WH_010,10/29/2024,6.04,306.93,356,3
5383,WH_004,3/24/2024,3.09,217.1,184,2
5384,WH_007,8/19/2023,8.02,81.44,289,2
5385,WH_001,7/14/2024,6.65,300.42,127,2
5386,WH_001,9/23/2025,7.63,207.16,311,2
5387,WH_006,5/25/2025,5.36,451.95,325,1
5388,WH_018,4/9/2025,7.5,328.42,23,3
5389,WH_015,8/18/2024,5.63,87.76,213,2
5390,WH_015,8/20/2024,5.01,83.55,140,3
5391,WH_016,10/17/2024,3.26,487.95,399,1
5392,WH_005,11/27/2024,4.08,363.44,324,3
5393,WH_017,12/2/2024,4.89,431.05,233,3
5394,WH_018,1/6/2023,4.17,75.81,85,2
5395,WH_003,9/10/2023,2.52,254.44,392,2
5396,WH_013,2/20/2024,6.69,394.35,163,2
5397,WH_015,2/14/2023,6.91,74.51,341,2
5398,WH_009,11/25/2024,6.6,252.48,373,2
5399,WH_002,4/24/2024,5.65,84.52,259,2
5400,WH_001,2/20/2024,4.86,242.77,259,3
5401,WH_002,4/29/2024,4.84,437.29,323,3
5402,WH_008,1/26/2024,3.2,329.86,241,2
5403,WH_006,1/12/2025,6.73,397.94,279,2
5404,WH_020,1/17/2025,5.99,430.2,235,2
5405,WH_008,3/17/2025,7.72,476.31,48,2
5406,WH_007,11/10/2024,2.4,363.98,23,3
5407,WH_005,4/9/2023,7.52,323.19,257,2
5408,WH_008,7/20/2025,5.43,315.9,107,2
5409,WH_004,4/15/2023,9.71,137.07,276,2
5410,WH_019,10/3/2024,3.46,153.04,274,3
5411,WH_019,5/7/2023,5.05,322.42,241,1
5412,WH_010,5/24/2025,5.32,390.21,226,1
5413,WH_011,2/9/2024,4.02,488,359,2
5414,WH_009,9/23/2025,6.5,52.95,162,2
5415,WH_011,3/31/2025,7.48,219.2,178,3
5416,WH_003,11/10/2023,5.35,326.69,75,2
5417,WH_017,5/15/2023,5.15,87.35,140,3
5418,WH_020,6/3/2023,7.77,244.65,275,2
5419,WH_003,9/25/2025,3.81,292.3,288,2
5420,WH_004,12/5/2023,8.46,251.55,387,2
5421,WH_007,5/11/2023,6.27,103.1,276,2
5422,WH_002,1/17/2023,6.68,219.24,53,2
5423,WH_014,2/9/2025,1,351.6,57,3
5424,WH_016,1/2/2024,7.9,415.04,392,2
5425,WH_002,8/1/2023,5.63,343.6,42,2
5426,WH_013,3/17/2024,6.67,329.17,392,2
5427,WH_013,8/27/2024,7.44,169.35,231,2
5428,WH_002,8/17/2024,5.81,426.48,193,2
5429,WH_020,5/10/2025,7.17,140.7,328,2
5430,WH_019,6/17/2024,4.84,298.96,180,2
5431,WH_015,8/2/2023,4.03,234.84,104,2
5432,WH_006,10/31/2024,5.67,74.27,99,3
5433,WH_009,8/14/2025,2.71,82.12,216,1
5434,WH_010,6/16/2023,6.82,386.83,220,2
5435,WH_006,11/12/2023,4.23,318.79,204,3
5436,WH_002,8/7/2025,8,243.64,63,2
5437,WH_003,5/15/2025,6.98,56.62,228,3
5438,WH_007,8/19/2025,4.74,66.66,320,2
5439,WH_011,12/1/2023,7.17,419.75,281,2
5440,WH_011,10/20/2023,8.4,450.29,120,2
5441,WH_002,5/6/2025,7.99,183.5,241,2
5442,WH_003,5/18/2025,5.1,483.59,218,3
5443,WH_001,4/21/2023,5.42,93.9,109,2
5444,WH_008,9/3/2025,5.98,340.49,247,2
5445,WH_019,6/17/2024,6.03,144.56,358,2
5446,WH_016,10/8/2023,5.82,498.39,205,2
5447,WH_020,7/31/2023,4.15,190.69,312,2
5448,WH_014,3/27/2025,6.37,247.1,384,2
5449,WH_010,1/9/2025,4.47,477.22,130,2
5450,WH_018,3/4/2024,6.92,205.96,97,1
5451,WH_005,6/2/2024,1.58,124.06,171,3
5452,WH_019,4/2/2025,5.12,347.18,351,2
5453,WH_012,12/18/2023,5.89,106.19,133,3
5454,WH_007,3/16/2023,4.56,100.76,137,2
5455,WH_014,7/9/2025,4.46,492.21,90,3
5456,WH_002,12/31/2023,3.46,92.91,317,2
5457,WH_019,6/6/2023,3.11,356.42,27,3
5458,WH_014,5/21/2025,5.84,114.31,324,1
5459,WH_013,3/1/2024,6.01,497.13,167,2
5460,WH_011,1/22/2023,5.55,299.78,147,2
5461,WH_007,5/11/2025,1,176.57,248,2
5462,WH_016,5/4/2024,2.83,332.11,46,2
5463,WH_009,1/10/2023,4.02,337.76,290,1
5464,WH_020,6/5/2025,4.47,303.96,30,2
5465,WH_007,3/19/2025,8.03,445.44,188,2
5466,WH_007,2/28/2023,6.12,317.37,135,2
5467,WH_011,7/13/2024,2.44,197.78,364,2
5468,WH_005,4/18/2025,7.03,408.44,204,2
5469,WH_005,2/25/2023,3.91,149.86,321,3
5470,WH_015,8/26/2025,6.3,278.32,229,1
5471,WH_010,2/1/2025,4.87,269.99,255,3
5472,WH_015,3/19/2024,5.2,193.31,137,3
5473,WH_001,10/25/2024,3.76,266.61,196,3
5474,WH_013,7/19/2023,3.68,325.78,93,3
5475,WH_006,9/14/2023,4.2,191.62,309,2
5476,WH_005,2/4/2023,5.89,92.17,250,2
5477,WH_002,1/16/2024,5.75,198.27,30,3
5478,WH_003,2/25/2024,8.58,334.4,61,1
5479,WH_018,11/30/2023,9.06,210.16,284,2
5480,WH_005,2/5/2024,3.46,198.55,178,2
5481,WH_020,3/10/2024,6.73,329.7,285,2
5482,WH_013,3/12/2024,5.58,477.16,31,2
5483,WH_008,4/9/2024,9.1,276.1,377,2
5484,WH_016,1/1/2024,7.26,128.67,62,2
5485,WH_019,8/27/2024,4,54.9,339,1
5486,WH_003,10/14/2023,4.54,302.07,156,1
5487,WH_014,7/12/2024,5.96,207.12,353,3
5488,WH_003,12/28/2023,5.32,274.8,185,2
5489,WH_019,2/2/2023,4.16,490.48,104,1
5490,WH_005,3/26/2024,4.78,439.57,340,1
5491,WH_003,9/23/2023,3.49,446.74,171,2
5492,WH_015,3/28/2025,6.66,226.58,183,2
5493,WH_020,4/1/2023,8.45,62.75,238,3
5494,WH_016,5/19/2023,8.44,259.16,70,1
5495,WH_019,5/26/2025,8.97,339.5,372,2
5496,WH_001,7/28/2025,8.92,233.07,314,2
5497,WH_013,8/5/2025,7.67,151.96,56,2
5498,WH_019,7/14/2024,9.15,117.61,90,3
5499,WH_018,2/25/2023,4.87,215.53,36,2
5500,WH_019,10/6/2024,5.97,131.4,63,3
5501,WH_001,4/13/2025,7.36,402.12,94,2
5502,WH_014,3/29/2024,9.34,174.26,127,2
5503,WH_014,3/18/2023,4.91,78.39,307,2
5504,WH_011,1/27/2023,5.99,351.27,306,3
5505,WH_004,6/4/2023,3.41,368.92,176,2
5506,WH_010,1/30/2024,9.44,150.31,30,2
5507,WH_011,3/14/2023,5.08,208.61,118,2
5508,WH_018,1/25/2024,4.42,366.47,98,2
5509,WH_006,7/31/2025,5.43,288.92,352,2
5510,WH_008,8/23/2024,6.52,107.43,370,3
5511,WH_018,3/8/2025,8.09,356.11,84,2
5512,WH_008,12/21/2024,6.31,258.86,115,2
5513,WH_011,10/9/2024,10.03,362.69,333,3
5514,WH_012,8/17/2024,8,263.67,43,2
5515,WH_017,5/30/2025,5.5,58.11,161,2
5516,WH_019,6/17/2025,2.96,334.92,95,2
5517,WH_004,3/5/2023,6.39,142.68,348,3
5518,WH_014,11/7/2023,10.05,274.39,122,2
5519,WH_002,6/13/2023,3.81,458.56,399,2
5520,WH_015,5/12/2024,9.97,233.1,265,1
5521,WH_003,7/13/2025,4.3,336.93,60,3
5522,WH_014,6/22/2025,7.1,453.94,385,2
5523,WH_011,3/6/2025,5.58,81.39,213,2
5524,WH_016,8/18/2023,4.18,417.91,265,3
5525,WH_010,8/21/2025,6.46,413.35,363,3
5526,WH_008,1/19/2025,6.77,318.33,80,3
5527,WH_005,1/28/2025,6.93,183.95,97,2
5528,WH_007,6/7/2023,6.44,89.83,274,2
5529,WH_001,12/19/2023,6.41,457.52,197,3
5530,WH_002,4/12/2023,7.67,397.59,60,2
5531,WH_007,1/5/2024,6.35,433.42,201,2
5532,WH_014,9/4/2025,4.87,228.34,247,2
5533,WH_016,6/22/2025,6.52,146.92,321,3
5534,WH_012,4/22/2023,4.18,427.96,72,2
5535,WH_018,12/31/2023,4.42,291.06,167,3
5536,WH_014,4/29/2023,2.53,127.18,156,3
5537,WH_007,5/22/2025,7.12,259.71,218,2
5538,WH_008,9/17/2025,8.14,176.87,333,2
5539,WH_012,10/27/2024,3.93,97.05,157,2
5540,WH_004,6/12/2024,8,245.41,269,2
5541,WH_007,3/17/2023,3.84,89.1,170,2
5542,WH_001,1/18/2025,8.48,381.27,210,2
5543,WH_007,9/10/2023,7.11,186.99,203,2
5544,WH_017,6/18/2024,4.99,79.83,112,3
5545,WH_009,12/21/2023,8.52,318.19,146,2
5546,WH_008,6/25/2023,4.91,365.88,388,1
5547,WH_016,1/9/2024,9.43,309.31,65,1
5548,WH_019,4/3/2023,4.17,102.71,281,2
5549,WH_013,9/22/2023,8.64,393.17,25,3
5550,WH_019,11/20/2024,6.45,80.03,168,2
5551,WH_011,3/8/2024,10.06,380.88,252,1
5552,WH_015,9/11/2024,6.27,316.53,353,3
5553,WH_005,3/8/2025,5.16,123.26,382,2
5554,WH_014,3/27/2025,6.35,100.67,207,1
5555,WH_013,8/13/2023,9.99,391.59,185,2
5556,WH_019,5/11/2025,4.9,390.64,95,3
